Node,Label
YPL028W,ORF-V
YHRCDELTA4,LTR
YJR096W,ORF-V
YER076C,ORF-U
YER050C,ORF-V
YLR327C,ORF-V
YLR039C,ORF-V
YDR271C,ORF-DU
YOL026C,ORF-V
YHR054C,ORF-U
YGRWDELTA24,LTR
YFR053C,ORF-V
YPL176C,ORF-V
YEL038W,ORF-V
YMR144W,ORF-U
YLR382C,ORF-V
YLR388W,ORF-V
TE(UUC)C,tRNA gene
YML120C,ORF-V
YGRWDELTA19,LTR
YJL101C,ORF-V
YNL208W,ORF-V
YMR099C,ORF-V
YGL255W,ORF-V
YOR221C,ORF-V
YJL201W,ORF-V
YDL131W,ORF-V
YIL070C,ORF-V
YIL107C,ORF-V
YGL139W,ORF-V
YDL176W,ORF-V
YFL045C,ORF-V
YLR248W,ORF-V
YKRCDELTA11,LTR
YIL008W,ORF-V
YLR226W,ORF-V
YGL198W,ORF-V
YPL271W,ORF-V
YNL010W,ORF-V
YDR536W,ORF-V
YHR182W,ORF-V
YPR128C,ORF-V
YMR283C,ORF-V
YNR011C,ORF-V
YKLCDELTA4,LTR
YMR279C,ORF-V
YBL109W,ORF-DU
YLR305C,ORF-V
YOR163W,ORF-V
YBL009W,ORF-V
YLR210W,ORF-V
YLR416C,ORF-DU
YPL118W,ORF-V
YBR103W,ORF-V
YGR226C,ORF-DU
YBR251W,ORF-V
YDR037W,ORF-V
YDR004W,ORF-V
YER145c-a,ORF-U
YOR048C,ORF-V
YPLWTY1-1,LTR
YPR029C,ORF-V
YPR108W,ORF-V
YIR042C,ORF-U
YHLWTAU1,LTR
YBL052C,ORF-V
YGL048C,ORF-V
YDR444W,ORF-U
YOR286W,ORF-V
YML061C,ORF-V
YOR319W,ORF-V
YGRCTY2-1,LTR
YLR413W,ORF-V
YIL158W,ORF-V
YBR177C,ORF-V
YEL009C,ORF-V
YOL151W,ORF-V
YKR051W,ORF-V
YNL078W,ORF-V
YHR119W,ORF-V
YKL032C,ORF-V
ARS608,ARS
YGL156W,ORF-V
YJL096W,ORF-V
TQ(UUG)L,tRNA gene
YPL115C,ORF-V
YPR044C,ORF-DU
YAL008W,ORF-V
YJR138W,ORF-V
YMR158W-A,ORF-DU
YOL132W,ORF-V
YOR018W,ORF-V
YFL013C,ORF-V
YDR126W,ORF-V
YBR180W,ORF-V
YPR011C,ORF-V
TK(CUU)J,tRNA gene
YOR139C,ORF-DU
YNL294C,ORF-V
YBR298C,ORF-V
YARCDELTA8,LTR
YDL141W,ORF-V
YDR378C,ORF-V
YKR097W,ORF-V
YIL033C,ORF-V
YIL136W,ORF-V
YIL150C,ORF-V
TT(CGU)K,tRNA gene
YIR001C,ORF-V
YJR078W,ORF-V
YOR054C,ORF-V
YAL042W,ORF-V
YIR018W,ORF-V
YMR311C,ORF-V
YER067W,ORF-V
YJL073W,ORF-V
YDR243C,ORF-V
YKLCSIGMA1,LTR
YBR149W,ORF-V
YKL060C,ORF-V
YBR085W,ORF-V
YCR096C,ORF-V
YBR212W,ORF-V
TS(UGA)E,tRNA gene
YGRCDELTA15,LTR
YPR039W,ORF-DU
YNL290W,ORF-V
YAR023C,ORF-U
YDR291W,ORF-V
YFL017C,ORF-V
YDR107C,ORF-V
YBL112C,ORF-U
YJL158C,ORF-V
YHL009C,ORF-V
YLR352W,ORF-V
YDR180W,ORF-V
YGR221C,ORF-V
YGR068C,ORF-V
YIL120W,ORF-V
YER071C,ORF-V
YKR083C,ORF-V
YGL071W,ORF-V
YDR433W,ORF-DU
YLR387C,ORF-V
YPR064W,ORF-U
YLR054C,ORF-V
YNL029C,ORF-V
YJL188C,ORF-DU
YIL092W,ORF-U
YDR224C,ORF-V
YNL137C,ORF-V
YBR240C,ORF-V
YNR039C,ORF-V
YPL172C,ORF-V
YNR026C,ORF-V
YPL060W,ORF-V
YGR043C,ORF-V
YDL191W,ORF-V
YKL203C,ORF-V
YJL125C,ORF-V
Q0085,ORF-V
YDR195W,ORF-V
YPL160W,ORF-V
YAR020C,ORF-V
YHR076W,ORF-V
YHR139C-A,ORF-U
YMR020W,ORF-V
YOL112W,ORF-V
YGRWDELTA31,LTR
YOL067C,ORF-V
YLR338W,ORF-DU
YOR252W,ORF-V
YPRWDELTA14,LTR
ALD1,ORF-V
YDL091C,ORF-V
YCR100C,ORF-U
YIR009W,ORF-V
YHR201C,ORF-V
YLR123C,ORF-DU
YBR141C,ORF-V
YMR084W,ORF-U
YKL184W,ORF-V
YGLWDELTA9,LTR
YGL044C,ORF-V
YPL199C,ORF-V
YPR106W,ORF-V
YPL263C,ORF-V
YJR123W,ORF-V
YKL172W,ORF-V
YHR003C,ORF-V
YJR108W,ORF-V
YGL107C,ORF-V
YGL233W,ORF-V
YLR165C,ORF-V
YJL185C,ORF-V
YKR028W,ORF-V
YOR262W,ORF-V
YML095C-A,ORF-DU
YDL119C,ORF-V
YJR146W,ORF-U
YDR328C,ORF-V
YKL097C,ORF-U
YER158C,ORF-U
YEL006W,ORF-V
YGL009C,ORF-V
YJR071W,ORF-DU
YGL191W,ORF-V
YDL021W,ORF-V
YJL161W,ORF-U
YKL220C,ORF-V
YER078C,ORF-V
YBR275C,ORF-V
YBLWDELTA2,LTR
YIL161W,ORF-U
YGL252C,ORF-V
YAR064W,ORF-U
YDL020C,ORF-V
YILWDELTA4,LTR
YLR394W,ORF-V
YBR023C,ORF-V
YNL277W,ORF-V
YNL121C,ORF-V
YNR049C,ORF-V
YMR201C,ORF-V
YCR044C,ORF-V
YIL031W,ORF-V
YOLCDELTA9,LTR
YGR158C,ORF-V
YOL136C,ORF-V
YCL034W,ORF-V
YKR055W,ORF-V
YJR095W,ORF-V
YGL028C,ORF-V
YLR319C,ORF-V
YOL052C,ORF-V
YDR360W,ORF-DU
YDR060W,ORF-V
YOL101C,ORF-V
YNL083W,ORF-V
YDL180W,ORF-U
YAR002W,ORF-V
YNR052C,ORF-V
YOR106W,ORF-V
YELWDELTA5,LTR
YLR199C,ORF-V
YJR032W,ORF-V
YOR168W,ORF-V
YJR149W,ORF-U
YFR057W,ORF-U
YNL267W,ORF-V
YKL089W,ORF-V
YBR215W,ORF-V
YKL048C,ORF-V
YHR025W,ORF-V
YGR294W,ORF-V
YGL205W,ORF-V
YOL017W,ORF-V
YML001W,ORF-V
YLR362W,ORF-V
YBR244W,ORF-V
YCL027W,ORF-V
YLR363C,ORF-V
YPL114W,ORF-DU
YDR374C,ORF-V
YGL025C,ORF-V
YIL048W,ORF-V
YLR409C,ORF-V
YPLWDELTA11,LTR
YNL170W,ORF-DU
YHR143W,ORF-V
YML094W,ORF-V
YLR182W,ORF-V
YOR073W,ORF-V
YJL102W,ORF-V
YAR062W,pseudogene
YMR175W,ORF-V
YPL032C,ORF-V
YER115C,ORF-V
YDR344C,ORF-U
YJR158W,ORF-V
YML012W,ORF-V
YERCTAU3,LTR
YML111W,ORF-V
YNL037C,ORF-V
YJL193W,ORF-U
YOR318C,ORF-DU
YCR010C,ORF-V
YLR082C,ORF-V
YLR147C,ORF-V
YLR458W,ORF-DU
YIL059C,ORF-DU
YGL105W,ORF-V
YGL036W,ORF-U
YKL213C,ORF-V
YMR001C,ORF-V
YLL065W,ORF-DU
YBL016W,ORF-V
YPL159C,ORF-V
YPL101W,ORF-V
YAL011W,ORF-V
YNR059W,ORF-V
YNL011C,ORF-U
YER188W,ORF-U
YDR146C,ORF-V
YKR058W,ORF-V
YJL016W,ORF-U
YDR507C,ORF-V
YDR382W,ORF-V
YNL304W,ORF-V
YFLWDELTA1,LTR
YLRCDELTA5,LTR
YMR172C-A,ORF-DU
YGL073W,ORF-V
YHR117W,ORF-V
YPR012W,ORF-DU
YERWDELTA21,LTR
YGR073C,ORF-DU
YDR054C,ORF-V
YKL101W,ORF-V
YPL140C,ORF-V
YDL132W,ORF-V
YNLCDELTA6,LTR
YLR086W,ORF-V
YER163C,ORF-V
YGL159W,ORF-U
YGLCTAU3,LTR
YKR020W,ORF-V
YOL128C,ORF-V
YML079W,ORF-U
YER047C,ORF-V
YKL061W,ORF-V
YNL328C,ORF-V
YNLCTY1-1,LTR
YPRWSIGMA4,LTR
YIL130W,ORF-V
YBL104C,ORF-V
YJR090C,ORF-V
YLR002C,ORF-V
YIL029C,ORF-U
YKR031C,ORF-V
YBR294W,ORF-V
YER116C,ORF-V
YOR112W,ORF-V
YHR170W,ORF-V
YER140W,ORF-V
YEL060C,ORF-V
YGL213C,ORF-V
YOL068C,ORF-V
YBL019W,ORF-V
YDL116W,ORF-V
YER087C-A,ORF-DU
YHR030C,ORF-V
YDL027C,ORF-U
YHL045W,ORF-DU
YBR047W,ORF-U
YKL223W,ORF-DU
YPR196W,ORF-U
YDR211W,ORF-V
YJL059W,ORF-V
YDR223W,ORF-V
YMR316W,ORF-V
YKL043W,ORF-V
YKR084C,ORF-V
YBR226C,ORF-DU
YFR012W,ORF-V
YHR143W-A,ORF-V
YOR068C,ORF-V
YCL075W,pseudogene
YPR138C,ORF-V
YDR034C,ORF-V
YJL213W,ORF-V
YOR345C,ORF-DU
YJL012C,ORF-V
YER019W,ORF-V
YHR186C,ORF-V
YLR203C,ORF-V
YLR066W,ORF-V
YGL002W,ORF-V
YDR342C,ORF-V
YJL070C,ORF-U
YGL243W,ORF-V
YPR085C,ORF-V
YJR040W,ORF-V
YGL167C,ORF-V
YDL129W,ORF-V
YDR431W,ORF-DU
YOL097C,ORF-V
YOR095C,ORF-V
SNR14,snRNA gene
YNL310C,ORF-V
YOL066C,ORF-V
YMR068W,ORF-V
YMLWDELTA3,LTR
YJL170C,ORF-V
YER098W,ORF-V
YFL057C,ORF-M
YLL062C,ORF-V
YLL044W,ORF-DU
YFLWDELTA2,LTR
YGL261C,ORF-U
YLRWDELTA20,LTR
YGL099W,ORF-V
YBR198C,ORF-V
YCR088W,ORF-V
YOR008C,ORF-V
YORCDELTA11,LTR
YJR107W,ORF-U
YPR046W,ORF-V
YMR041C,ORF-V
YML049C,ORF-V
YNL144C,ORF-U
YOL053W,ORF-V
YCL063W,ORF-V
YDRCSIGMA1,LTR
YPL085W,ORF-V
YKR073C,ORF-U
YMR230W,ORF-V
YMR118C,ORF-U
CEN13,centromere
YHR001W-A,ORF-V
YML019W,ORF-V
YBL037W,ORF-V
YNR056C,ORF-V
YDR248C,ORF-U
YGL210W,ORF-V
YMR296C,ORF-V
YNL106C,ORF-V
YOR164C,ORF-V
YNL182C,ORF-V
YDR161W,ORF-V
YNL109W,ORF-DU
YHR005C-A,ORF-V
YIL074C,ORF-V
YOR206W,ORF-V
YKL020C,ORF-V
YGR090W,ORF-V
YOR333C,ORF-DU
YBR237W,ORF-V
YLL032C,ORF-V
YJL033W,ORF-V
YOL013C,ORF-V
YEL050C,ORF-V
YGR172C,ORF-V
YJR060W,ORF-V
YDL038C,ORF-M
YPL113C,ORF-V
YJL046W,ORF-V
YLR185W,ORF-V
YML067C,ORF-V
YNL126W,ORF-V
YDR522C,ORF-V
YDR415C,ORF-U
YPR093C,ORF-V
YJRWDELTA18,LTR
YER167W,ORF-V
YGR071C,ORF-V
YER127W,ORF-V
YGL083W,ORF-V
YNL268W,ORF-V
YBL006C,ORF-V
YAL064W-B,ORF-U
YGR017W,ORF-U
YNR022C,ORF-V
YIL138C,ORF-V
YOR256C,ORF-V
YGR059W,ORF-V
YNL065W,ORF-V
YCL046W,ORF-DU
YDR519W,ORF-V
YBL096C,ORF-DU
YKR054C,ORF-V
YLR229C,ORF-V
YKL208W,ORF-V
YLR108C,ORF-V
YHR181W,ORF-V
YDR084C,ORF-V
YGR236C,ORF-V
YMR261C,ORF-V
YPL200W,ORF-V
YLR307W,ORF-V
YJL204C,ORF-V
YKL142W,ORF-V
YEL007W,ORF-V
YGL177W,ORF-DU
YOR101W,ORF-V
YDR354W,ORF-V
YLRWDELTA4,LTR
YBR114W,ORF-V
YCR016W,ORF-U
YPL225W,ORF-V
YPR037C,ORF-V
YLR346C,ORF-V
YKL202W,ORF-DU
YGL126W,ORF-V
YCRWOMEGA3,LTR
YGL188C,ORF-DU
YBR207W,ORF-V
YCR076C,ORF-V
YJL172W,ORF-V
YJL031C,ORF-V
YDR264C,ORF-V
YBR089W,ORF-DU
SNR63,snoRNA gene
YBR099C,ORF-DU
YCL050C,ORF-V
YGR284C,ORF-V
YMR082C,ORF-U
YCL017C,ORF-V
YDR151C,ORF-V
YDL055C,ORF-V
YLR097C,ORF-V
YLR275W,ORF-V
YOR372C,ORF-V
YKL083W,ORF-DU
YFLWDELTA3,LTR
YEL071W,ORF-V
YGR288W,ORF-V
YPL017C,ORF-V
YER110C,ORF-V
YEL064C,ORF-V
YJL075C,ORF-U
YGR109C,ORF-V
YBR139W,ORF-V
YHR083W,ORF-V
YEL027W,ORF-V
YOR320C,ORF-V
YJR023C,ORF-DU
YBL028C,ORF-V
YIL007C,ORF-V
YKL079W,ORF-V
YDR443C,ORF-V
YIL024C,ORF-U
YGR142W,ORF-V
YGR020C,ORF-V
YDR475C,ORF-V
YGR096W,ORF-V
YML097C,ORF-V
YLRCDELTA16,LTR
YJR125C,ORF-V
YHR005C,ORF-V
YOR308C,ORF-V
YGL257C,ORF-V
YDR034W-B,ORF-U
YJL183W,ORF-V
YAR071W,ORF-V
YGL193C,ORF-U
YKLWDELTA3,LTR
YMR235C,ORF-V
YOR375C,ORF-V
YDR096W,ORF-V
YDL025C,ORF-V
TS(AGA)D3,tRNA gene
YIL052C,ORF-V
YDL225W,ORF-V
YERWDELTA9,LTR
YMR074C,ORF-V
YHR157W,ORF-V
YDR282C,ORF-V
YDR372C,ORF-V
YGL013C,ORF-V
YBR060C,ORF-V
YDR197W,ORF-V
TA(AGC)M1,tRNA gene
YMR290C,ORF-V
YOR367W,ORF-V
YDRWSIGMA5,LTR
YDR010C,ORF-U
YDR448W,ORF-V
YPLWDELTA8,LTR
YPR109W,ORF-V
YDR434W,ORF-V
YAL048C,ORF-V
YLR292C,ORF-V
YLR120C,ORF-V
YDR544C,ORF-DU
YIL118W,ORF-V
YGRWDELTA32,LTR
YLL043W,ORF-V
YMR224C,ORF-V
YOR386W,ORF-V
YNL187W,ORF-V
YGL070C,ORF-V
YOR304C-A,ORF-V
YGL111W,ORF-V
YCR032W,ORF-V
YKR024C,ORF-V
YPL103C,ORF-V
YHR206W,ORF-V
YPL078C,ORF-V
YHL005C,ORF-U
YGR098C,ORF-V
YEL033W,ORF-U
YNL321W,ORF-V
YPL039W,ORF-U
YDR290W,ORF-DU
YBL046W,ORF-V
YGR067C,ORF-U
YBR050C,ORF-V
YOL116W,ORF-V
YHR095W,ORF-DU
YHRCSIGMA3,LTR
YER010C,ORF-V
YCR034W,ORF-V
YOL009C,ORF-V
YNL212W,ORF-V
YOL084W,ORF-V
YIL064W,ORF-V
YPR047W,ORF-V
YOL122C,ORF-V
YAR060C,ORF-DU
YOR186W,ORF-U
YMR173W-A,ORF-DU
YLR227C,ORF-V
YMR088C,ORF-V
YBR262C,ORF-V
YGL224C,ORF-V
YMR031W-A,ORF-DU
YCLWDELTA3,LTR
YPR131C,ORF-V
YGR237C,ORF-U
YDL099W,ORF-V
YJL169W,ORF-DU
YOL082W,ORF-V
YIL122W,ORF-V
TM(CAU)J3,tRNA gene
YDR222W,ORF-U
YNL245C,ORF-V
YDR237W,ORF-V
YARCDELTA3,LTR
YLR136C,ORF-V
YNL032W,ORF-V
YHR031C,ORF-V
YKL122C,ORF-V
YML058W,ORF-V
YDR408C,ORF-V
YKL050C,ORF-V
YGR211W,ORF-V
YKL153W,ORF-DU
SNR7-L,snRNA gene
YBL038W,ORF-V
YGL017W,ORF-V
YLR042C,ORF-V
YDR028C,ORF-V
YDL042C,ORF-V
YFR028C,ORF-V
YML059C,ORF-V
YHR144C,ORF-V
YLR288C,ORF-V
YHR090C,ORF-V
YPR075C,ORF-V
YCL023C,ORF-DU
YGR072W,ORF-V
YPL084W,ORF-V
SNR13,snoRNA gene
YFL004W,ORF-V
YGR161C,ORF-U
YDR347W,ORF-V
YOR042W,ORF-V
YJR094W-A,ORF-V
YPRWDELTA12,LTR
YDL004W,ORF-V
YNLCSIGMA1,LTR
YOL054W,ORF-V
YGL226C-A,ORF-V
YGL212W,ORF-V
YMR295C,ORF-V
YOR120W,ORF-V
YLR212C,ORF-V
TR(UCU)D,tRNA gene
YHR151C,ORF-V
YCR106W,ORF-V
YDRCDELTA21,LTR
YIL044C,ORF-V
YAR002C-A,ORF-V
YGR238C,ORF-V
YBR033W,ORF-U
YGL260W,ORF-U
YNL012W,ORF-V
SNR35,snoRNA gene
YLL019C,ORF-V
YEL021W,ORF-V
YLR269C,ORF-DU
YLR234W,ORF-V
YHL042W,ORF-U
YOR121C,ORF-DU
YGR202C,ORF-V
YFL011W-A,ORF-V
YOR020C,ORF-V
SNR44,snoRNA gene
SNR72,snoRNA gene
YPL057C,ORF-V
YHL040C,ORF-V
YNL180C,ORF-V
YDR165W,ORF-V
YBR067C,ORF-V
YHR185C,ORF-V
YOL023W,ORF-V
YDL133W,ORF-V
YER112W,ORF-V
YBL095W,ORF-U
YGR281W,ORF-V
YNL080C,ORF-V
TQ(UUG)D3,tRNA gene
YJL103C,ORF-V
YDR204W,ORF-V
YNL274C,ORF-V
YJL022W,ORF-DU
YDL110C,ORF-V
YKL023W,ORF-V
YOR070C,ORF-V
YDL138W,ORF-V
YMR133W,ORF-V
YMR185W,ORF-V
YIL036W,ORF-V
YOL065C,ORF-V
YOR317W,ORF-V
YML063W,ORF-V
YNR042W,ORF-DU
TH(GUG)E1,tRNA gene
YMR115W,ORF-V
YNL303W,ORF-DU
TG(GCC)O1,tRNA gene
YOR232W,ORF-V
YKL105C,ORF-V
YIL123W,ORF-V
YER002W,ORF-V
YPL158C,ORF-V
YML051W,ORF-V
YML051W,ORF-V
YOR081C,ORF-V
YML130C,ORF-V
YLR364W,ORF-V
YIR004W,ORF-V
YLR083C,ORF-V
YDL023C,ORF-DU
YCR031C,ORF-V
YLR424W,ORF-V
YKL136W,ORF-DU
YIR023W,ORF-V
YOL016C,ORF-V
YOR238W,ORF-U
YMR053C,ORF-V
YBR054W,ORF-V
YLR051C,ORF-V
YGR157W,ORF-V
YDR301W,ORF-V
YGR077C,ORF-V
YOR384W,ORF-V
YBR243C,ORF-V
YFR055W,ORF-V
YMR174C,ORF-V
YDLCDELTA1,LTR
YLR263W,ORF-V
YMRCDELTA9,LTR
YOR169C,ORF-DU
YLR380W,ORF-V
YOR107W,ORF-V
YEL063C,ORF-V
YBR110W,ORF-V
YDL242W,ORF-U
YDL117W,ORF-V
YLR216C,ORF-V
YOR001W,ORF-V
YERWOMEGA2,LTR
YER176W,ORF-V
YCR087W,ORF-DU
YORWDELTA23,LTR
YLRCDELTA7,LTR
YKL186C,ORF-V
YGL204C,ORF-V
YGL140C,ORF-U
YPR136C,ORF-DU
YMR026C,ORF-V
YMR313C,ORF-V
YKR060W,ORF-V
YKL049C,ORF-V
YJR031C,ORF-V
YMR117C,ORF-V
YPL170W,ORF-V
YIL076W,ORF-V
YKL214C,ORF-V
YKR064W,ORF-V
YDR462W,ORF-V
YPR035W,ORF-V
YFR020W,ORF-V
YOR136W,ORF-V
YER187W,ORF-U
YPL074W,ORF-V
YPR013C,ORF-U
YNL213C,ORF-V
YNL040W,ORF-V
YLR128W,ORF-V
YNL136W,ORF-V
YLR114C,ORF-V
YPR163C,ORF-V
YLR376C,ORF-V
YPL056C,ORF-U
YKL130C,ORF-V
YKL046C,ORF-V
YPRCTY1-4,NA
YMRWDELTA17,NA
YOR062C,ORF-U
YPL217C,ORF-V
YDR182W,ORF-V
YPR174C,ORF-V
YNL016W,ORF-V
YKL030W,ORF-DU
YBR178W,ORF-DU
YAL047C,ORF-V
YHL027W,ORF-V
YBLWDELTA10,NA
YGR170W,ORF-V
YBR087W,ORF-V
YEL020W-A,ORF-V
YBR130C,ORF-V
YHR205W,ORF-V
SNR11,snoRNA gene
YCR068W-A,NA
YHR070c-a,ORF-DU
YNR032C-A,ORF-V
YOL086C,ORF-V
YDR402C,ORF-V
YDR479C,ORF-V
YDL172C,ORF-DU
YGL059W,ORF-V
YDR392W,ORF-V
YJR064W,ORF-V
YJL174W,ORF-V
YDR239C,ORF-V
YFL032W,ORF-DU
YML009C,ORF-V
YNRCDELTA7,NA
YDR006C,ORF-V
YNL280C,ORF-V
YOR175C,ORF-V
YBL072C,ORF-V
YGL127C,ORF-V
YIL166C,ORF-V
YPL137C,ORF-V
YNL174W,ORF-DU
YLR242C,ORF-V
YPR185W,ORF-V
YMR266W,ORF-V
YDR318W,ORF-V
YNL333W,ORF-V
YJL032W,ORF-DU
YOL008W,ORF-V
YLR279W,ORF-DU
YBR145W,ORF-V
YBR208C,ORF-V
YNL264C,ORF-V
YJL015C,ORF-DU
YJL111W,ORF-V
YOR050C,ORF-DU
YGL074C,ORF-DU
TS(AGA)E,NA
YLR391W-A,NA
YGL162W,ORF-V
YKR056W,ORF-V
YGR185C,ORF-V
YOR143C,ORF-V
YOR093C,ORF-U
YPR200C,ORF-V
YPL164C,ORF-V
YKR105C,ORF-V
YMR263W,ORF-V
YGR066C,ORF-V
YMR126C,ORF-U
YPL251W,ORF-DU
YEL032W,ORF-V
YER109C,BRF
YOL041C,ORF-V
YOR255W,ORF-V
YIR038C,ORF-V
YOL120C,ORF-V
YGR132C,ORF-V
YDR309C,ORF-V
YPR148C,ORF-V
YGL124C,ORF-V
YGL256W,ORF-V
YML030W,ORF-V
YGR143W,ORF-V
YFR001W,ORF-V
YBR265W,ORF-V
YLR402W,ORF-DU
YKL082C,ORF-V
YHR096C,ORF-V
YLR231C,ORF-V
YFL020C,ORF-V
YPL245W,ORF-U
YDL196W,ORF-DU
YKL024C,ORF-V
YOR078W,ORF-V
YHR198C,ORF-V
YBL015W,ORF-V
YIL020C,ORF-V
YDL145C,ORF-V
YJL029C,ORF-V
YGL046W,ORF-M
YDR405W,ORF-V
YLR014C,ORF-V
YDR315C,ORF-V
YPR166C,ORF-V
YGL012W,ORF-V
YNR014W,ORF-U
YGR124W,ORF-V
YPR024W,ORF-V
YCR073W-A,ORF-V
YARWDELTA7,NA
YHL043W,ORF-V
YLR330W,ORF-V
YDR095C,ORF-DU
YER172c-a,ORF-DU
YML069W,ORF-V
YPLWSIGMA1,NA
YGL136C,ORF-V
YPL086C,ORF-V
YER032W,ORF-V
YML118W,ORF-V
YDL084W,ORF-V
YHR155W,ORF-V
YHRCTAU4,LTR
YDR045C,ORF-V
YCR075C,ORF-V
YJL155C,ORF-V
YJL163C,ORF-U
YGR266W,ORF-V
YJL135W,ORF-DU
YOL043C,ORF-V
YFR013W,ORF-V
YLL057C,ORF-V
YBL030C,ORF-V
YIL147C,ORF-V
YOR368W,ORF-V
YBR272C,ORF-V
TL(UAA)J,tRNA gene
YGR060W,ORF-V
YBR126C,ORF-V
YLR440C,ORF-V
YOR047C,ORF-V
YBR152W,ORF-V
YPL048W,ORF-V
YBR077C,ORF-V
YDL045W-A,ORF-V
YPR022C,ORF-V
YMR153W,ORF-V
YDR478W,ORF-V
YDR012W,ORF-V
YDL065C,ORF-V
YER126C,ORF-V
YHL038C,ORF-V
YLR272C,ORF-V
YML048W,ORF-V
YDRWTY2-2,LTR
YMR251W,ORF-V
YLL026W,ORF-V
YBL048W,ORF-U
YJL088W,ORF-V
YER036C,ORF-V
YBR002C,ORF-V
YHR069C,ORF-V
YGR097W,ORF-V
YML098W,ORF-V
YML066C,ORF-V
YPR190C,ORF-V
YLL015W,ORF-V
YLR112W,ORF-U
YIL106W,ORF-V
YPL228W,ORF-V
YIL111W,ORF-V
YOR334W,ORF-V
YDR160W,ORF-V
YNL108C,ORF-V
YLR031W,ORF-U
YOR205C,ORF-V
YNR007C,ORF-V
YNL216W,ORF-V
YDR104C,ORF-V
YLR298C,ORF-V
YCL016C,ORF-V
YGR218W,ORF-V
YER104W,ORF-V
YDR416W,ORF-V
YBR254C,ORF-V
YKR074W,ORF-V
YNL043C,ORF-DU
YJL047C,ORF-V
YJL197W,ORF-V
YLR098C,ORF-V
YBR014C,ORF-V
YGR128C,ORF-V
YDL081C,ORF-V
YCL049C,ORF-U
YKR033C,ORF-DU
YDR409W,ORF-V
YJL160C,ORF-U
YDR397C,ORF-V
YOL160W,ORF-U
YOR160W,ORF-V
YDL168W,ORF-V
YPR133W-A,ORF-V
YKL143W,ORF-V
YJL092W,ORF-V
YOLWTAU1,LTR
YMR086W,ORF-V
YCR082W,ORF-V
YNL307C,ORF-V
YLRCDELTA2,LTR
YKL209C,ORF-V
YOL098C,ORF-V
YMR198W,ORF-V
YBR156C,ORF-V
YJL005W,ORF-V
YLRCDELTA8,LTR
YOR034C,ORF-V
YNL320W,ORF-U
YBR287W,ORF-U
YIL091C,ORF-V
YHR129C,ORF-V
YNL260C,ORF-V
YDL107W,ORF-V
YDR031W,ORF-V
YPR204W,ORF-V
YNR041C,ORF-V
YIR015W,ORF-V
YGL248W,ORF-V
YEL003W,ORF-V
