index,protein,ec
450,YNL214W,0.0038957114545198433
451,YNL252C,0.00018776178115166705
452,YLR199C,0.0002764245504042448
453,YGL055W,2.585911408006895e-112
454,YPR006C,0.0012562781134615219
455,YKL122C,9.45925635198941e-90
456,YMR195W,0.0002822547305218649
457,YDR527W,0.003663798346768853
458,YDR487C,0.07053379077453842
459,YPR028W,0.00582316268699092
460,YNL220W,0.0018210976097353668
461,YOL111C,0.004283897670008414
462,YIL055C,0.0029394049587380417
463,YMR048W,0.001469321842535481
464,YNL032W,0.0033638449918266004
465,YJR048W,0.0008739838178932238
466,YGR074W,8.312092696617308e-05
467,YNL225C,0.00034671401533399864
468,YML034W,0.0033248607734386623
469,YIL121W,1.1321121270995584e-05
470,YDR131C,0.0007732894220304037
471,YDR318W,0.03812310477820777
472,YGL011C,3.20000902050583e-05
473,YER114C,0.0038957114545198433
474,YKL008C,0.0005116612097041742
475,YJL044C,0.0033862843938734268
476,YGR048W,0.0003115662598714848
477,YPL152W,0.004190319507729946
478,YKL107W,0.0016385345409618425
479,YOR230W,0.00026272635058632247
480,YGR177C,0.0007544125373096587
481,YEL062W,0.0044421491079008855
482,YNR030W,0.00028299103997131387
483,YDL225W,2.5961681095764256e-77
484,YDR070C,1.013101473344897e-05
485,YDL125C,0.0038957114545198433
486,YOL042W,0.0015982791807042
487,YLR253W,6.487294412932668e-112
488,YPL179W,0.0003219458418228491
489,YIL145C,0.001919164969286175
490,YBR145W,0.004934705318228887
491,YNL099C,0.0008554049840343123
492,YNL192W,5.845923565141707e-112
493,YDR121W,0.0012562781134615219
494,YHR063C,1.7455640512100777e-05
495,YBR056W,1.8416252082357885e-87
496,YGL175C,0.09208930865404522
497,YGL220W,0.0005767919469373212
498,YLL026W,4.379249698567294e-05
499,YGL171W,0.0038957114545198433
500,YDR483W,0.0004397432409441057
501,YMR236W,0.0035587758590535958
502,YGL229C,0.006490278069868542
503,YDR428C,0.02659816843121079
504,YLR192C,0.011912760510074206
505,YGR262C,0.0037369131167938694
506,YDR323C,0.0008174388066612676
507,YDR158W,0.00011242777062362746
508,YLR034C,4.776300448129862e-112
509,YIR022W,0.0001868866461157299
510,YPR055W,1.933270986065872e-06
511,YMR042W,0.0008578207127780667
512,YMR049C,0.0037255458110161685
513,YJR121W,0.0004958988985634109
514,YBR133C,2.0090569235999177e-95
515,YNL212W,0.0001231626472302829
516,YKL060C,0.003738692085970679
517,YMR298W,0.0011992721802854085
518,YLR197W,0.0017320927338478434
519,YMR238W,0.0024104386719561027
520,YGL223C,0.0012387679926085069
521,YDR398W,1.1799985135819075e-05
522,YDR439W,0.003930572358587207
523,YBR042C,0.0009539615595359471
524,YJL164C,0.004012961781164848
525,YKL143W,0.014492190337862918
526,YMR206W,0.003004575323707589
527,YGL190C,0.0011189653335858059
528,YKL124W,0.00024818492855499324
529,YPL252C,0.0003875864556925729
530,YOR247W,9.169867448194022e-88
531,YIR017C,0.0060517826667248
532,YDR079W,0.0006037571947635348
533,YOR242C,0.00022724104773769822
534,YOL152W,0.0006189177745496582
535,YMR149W,0.00012741665994735657
536,YLR287C,0.001726268211229463
537,YBR158W,7.547649318611796e-113
538,YPR122W,8.525133062589153e-05
539,YNL125C,0.0002765590775329967
540,YNL044W,0.0825663059004718
541,YHR038W,0.0034010114448516033
542,YFL040W,0.0008172118823835263
543,YGL147C,0.00032537368543639173
544,YMR101C,0.00026384337629205306
545,YGL054C,0.0004945512242821788
546,YJL012C,0.003363368699633463
547,YNR028W,0.0012230633700035128
548,YLR088W,0.00012225787974847605
549,YJL001W,0.0023633204508835192
550,YKL052C,0.004406133382663847
551,YHL001W,0.00024945161000666316
552,YIR012W,2.880622392285431e-112
553,YJR004C,1.2438876038257336e-112
554,YDR453C,0.08840221636010613
555,YIL104C,0.00013801164860367547
556,YIL079C,1.2962911571156757e-06
557,YNL088W,0.003798487274611509
558,YOR351C,1.013101473344897e-05
559,YHR142W,0.0021014142350966095
560,YFR016C,1.6215907785716175e-05
561,YOR362C,0.003200701995644121
562,YOR303W,0.004454596985261198
563,YOR288C,0.00010947828162055934
564,YAR008W,0.0038070529720431534
565,YLR102C,0.0019000945620981226
566,YKL051W,0.0009204894226446346
567,YJR003C,6.20811622467103e-08
568,YER133W,5.588836575091842e-06
569,YLL033W,0.003153849026487466
570,YBR228W,0.00017735303991807942
571,YJR125C,6.196953886902499e-72
572,YDR528W,0.026155095462369916
573,YIL112W,0.00016693819427112246
574,YNL053W,6.306337749203229e-90
575,YFL016C,0.0004234493685149202
576,YDR299W,0.00244863684544042
577,YOR196C,3.8684099696463037e-112
578,YDL147W,0.007489820403554496
579,YJR076C,6.775475596156711e-77
580,YGL127C,0.026464707173777708
581,YBR106W,0.0023503727654072214
582,YDR192C,0.0032479367839102144
583,YML088W,0.0021591929936716063
584,YDL157C,1.3508264438339451e-05
585,YLR460C,0.002336673161327289
586,YMR305C,0.0006849681696421455
587,YDR262W,2.7710274965326105e-112
588,YMR325W,3.996423971409263e-90
589,YBR139W,1.2874266119525303e-85
590,YPL154C,0.0002439326823709428
591,YJL166W,0.0026250222853978185
592,YAR031W,0.0038957114545198433
593,YHR207C,1.7491187942642411e-112
594,YCL056C,0.00020278855555192597
595,YJL225C,0.0024512183003688407
596,YMR264W,3.0424762001152322e-90
597,YMR163C,0.0020467047190115845
598,YJR102C,0.003250938369313552
599,YFL020C,0.00028288463912412744
600,YLR209C,0.08662291002575512
601,YDR207C,0.0027073347996149064
602,YKR052C,0.0007050026188859686
603,YDL005C,0.00010918167690091997
604,YDR366C,5.541727316249496e-05
605,YGR144W,0.10927999575804193
606,YOR100C,1.965088212809671e-85
607,YJR058C,0.003749944203865042
608,YOL064C,0.00072382955603892
609,YDL131W,7.233702860220702e-90
610,YDR492W,7.905426575627982e-05
611,YML097C,1.197677670411974e-112
612,YOR145C,0.0024512183003688407
613,YMR071C,0.0012562781134615219
614,YOR350C,3.488926303879882e-96
615,YDL043C,0.0003961591144255857
616,YLR098C,0.0007324901908341097
617,YER140W,0.00044067545325667467
618,YLL023C,0.0007050026188859686
619,YML042W,0.0445129215461992
620,YIL105C,0.004773038036516769
621,YGL134W,0.000452379707129073
622,YML048W,0.00013024422408801958
623,YFL047W,0.00518535428264344
624,YEL048C,0.0014565751877966223
625,YOL061W,8.238849285145135e-05
626,YKL093W,0.000144543898236659
627,YGL036W,2.6064323451101464e-05
628,YBR157C,0.0005856884948793306
629,YCR047C,6.335184999280804e-05
630,YLR435W,3.234483435544582e-95
631,YOR269W,0.000306679918337958
632,YBR025C,3.0375407722446577e-112
633,YFL023W,0.00010632978915815537
634,YGL157W,0.004807305282247845
635,YBL033C,0.0003507677824986823
636,YGR105W,7.424913032249416e-114
637,YCL027W,0.0029394049587380417
638,YPL002C,0.003436721637649199
639,YHR187W,0.002798538358826753
640,YLR386W,0.012939163797044035
641,YML129C,6.060354740278514e-05
642,YKR106W,2.4313324004925984e-08
643,YMR239C,0.0546102312448218
644,YGL225W,0.007801245225193881
645,YCR034W,0.00015888745454975772
646,YIR025W,0.0038957114545198433
647,YEL064C,0.0003069540267690308
648,YGR084C,0.00041791201260378997
649,YMR123W,0.0015615450548556145
650,YOR119C,7.354116899610313e-100
651,YMR118C,0.0009204894226446346
652,YOL130W,2.6135725311484617e-07
653,YJL138C,0.00026272635058632247
654,YLR309C,0.0026458631032941263
655,YJL140W,0.006153253195882793
656,YBR265W,0.0
657,YNL066W,0.0034187046158680695
658,YBR255W,1.6572669543329985e-05
659,YLR094C,0.005201046261656948
660,YBR122C,0.004895405484825822
661,YHR185C,0.0006858291621182291
662,YHR189W,0.002093054501028729
663,YLR103C,1.5238257945545377e-112
664,YGL148W,2.9167034222566377e-06
665,YPR020W,0.0009699192969239109
666,YLR421C,2.039732898668953e-87
667,YDR478W,0.002093054501028729
668,YGL084C,0.003642772928102314
669,YLR137W,5.871123948149914e-06
670,YOR020C,0.13171868767597475
671,YDR427W,5.869405456348727e-112
672,YEL072W,7.01361484007645e-112
673,YHR184W,0.025704823252726983
674,YJL099W,0.0003019209404599117
675,YLR190W,0.0006616391622634462
676,YER035W,0.002093054501028729
677,YER016W,0.001325476848009082
678,YIL132C,0.033156665679355025
679,YGR169C,0.0008475674308247265
680,YBR238C,3.871325920030365e-112
681,YNL187W,7.753868092496015e-05
682,YHR115C,6.235957269101752e-05
683,YGR141W,9.804016600114905e-07
684,YDR183W,0.00035428705825140907
685,YKL063C,0.0010489772534347055
686,YDR367W,0.0002473702794026377
687,YCL051W,0.0008967818945431763
688,YBR067C,0.003656959776123623
689,YOL115W,1.955432421689898e-05
690,YJL137C,0.0004910652468948554
691,YDL210W,0.00024874122330734345
692,YDR456W,0.0007503648195270068
693,YGR020C,0.0030301085497272495
694,YBR014C,0.004406627151530357
695,YDR190C,0.00025375323514748623
696,YNL204C,0.0029394049587380417
697,YOR276W,4.905425984447629e-05
698,YJR086W,0.00031121955018367613
699,YOR191W,0.0025644625291518417
700,YNL281W,0.0016668844485659626
701,YDL055C,0.03582535421977157
702,YHR137W,0.0004236713491397875
703,YHR090C,7.903056248816268e-113
704,YER145C,0.0006122102542832595
705,YOR162C,0.0013186128754083138
706,YJL190C,0.0006223586195285965
707,YHR065C,1.7727475806199235e-05
708,YJR031C,0.00028819468811625454
709,YHR116W,0.0009204894226446346
710,YMR178W,4.107956131224203e-112
711,YDR256C,0.028855552659770727
712,YIL020C,0.0024512183003688407
713,YCL029C,0.00023024713519509315
714,YMR090W,0.0034615351132727813
715,YDL037C,0.0021395715870709603
716,YDR071C,0.0009693257745908419
717,YBR284W,3.3173598093735497e-05
718,YIL070C,2.3155206267584424e-112
719,YBR047W,0.0008746249970952554
720,YPL124W,0.06528609024511146
721,YOR014W,0.005850224305224222
722,YML058W,0.002746359047458744
723,YAR018C,0.005142928507245035
724,YLR114C,5.45216040501365e-93
725,YJL219W,0.0012562781134615219
726,YPR045C,0.0022218215626630218
727,YJL210W,0.0021895419031383785
728,YBR107C,0.0009664005361513443
729,YKL072W,0.0001880095722974951
730,YJR010C-A,0.004895405484825822
731,YAL012W,0.0037255458110161685
732,YJL117W,0.007432925299019561
733,YCR060W,5.108749236480884e-81
734,YDL042C,0.00026272635058632247
735,YBR149W,5.46415736999359e-100
736,YKL007W,0.0021395715870709603
737,YDR403W,2.0490243140922613e-112
738,YDR004W,5.683959646769863e-06
739,YLR427W,4.451981318900468e-90
740,YDL116W,0.005131229289903748
741,YKL061W,0.0075011576892347375
742,YLR395C,0.0012469139354702485
743,YKL126W,0.0002442023083290372
744,YLR063W,0.0019677831772146833
745,YPL150W,1.5777579182478034e-112
746,YGR135W,1.0167017386149094e-05
747,YNL100W,1.3508264438339451e-05
748,YHL024W,7.679306324787516e-112
749,YLR413W,0.003916441914858561
750,YMR240C,5.979872645503598e-05
751,YMR067C,0.008066887175774928
752,YLR327C,1.4384295997814795e-05
753,YDR465C,0.005314081303376482
754,YJL048C,0.0063524210002840744
755,YIL006W,0.0002961436045107116
756,YKL023W,0.035056348439349155
757,YBR073W,0.0003947690318666442
758,YDR068W,1.2584275026997345e-90
759,YBR248C,4.152385456113836e-112
760,YDR452W,0.0006521534179319384
761,YPR114W,0.005615364379043413
762,YPR004C,2.331434451325295e-112
763,YNR011C,4.251156112432995e-77
764,YDL183C,0.0005856884948793306
765,YBR019C,0.00022984711168646713
766,YLR222C,0.0012291809700265893
767,YJL057C,0.0022709406726654268
768,YHR053C,0.002061402346295997
769,YLR090W,0.0031794200327569205
770,YMR021C,0.007168026307812428
771,YJL026W,1.9828663186872617e-07
772,YJL106W,0.004895405484825822
