index,protein,dc
597,YMR163C,3.82024787048738
598,YJR102C,15.3807120509611
599,YFL020C,4.7757737653126195
600,YLR209C,3.82024787048738
601,YDR207C,6.23896835710545
602,YKR052C,1.37926177595859
603,YDL005C,1.48636544625243
604,YDR366C,5.41567987862326
605,YGR144W,10.543589077252452
606,YOR100C,1.89914900742761
607,YJR058C,2.9119120207702798
608,YOL064C,5.80261960299409
609,YDL131W,3.51053750937326
610,YDR492W,3.5767509742181103
611,YML097C,2.10470930540676
612,YOR145C,1.29354269929544
613,YMR071C,1.30571343205346
614,YOR350C,3.82121762797936
615,YDL043C,1.77734022473581
616,YLR098C,3.17716768404892
617,YER140W,4.80261827202947
618,YLL023C,1.37926177595859
619,YML042W,13.09814915296846
620,YIL105C,8.8894040174396
621,YGL134W,7.42525061798832
622,YML048W,1.54646298847692
623,YFL047W,2.5154362058476902
624,YEL048C,9.817979072384071
625,YOL061W,11.771885812090218
626,YKL093W,1.84772676715477
627,YGL036W,3.76534278333458
628,YBR157C,1.47978906389733
629,YCR047C,1.97348625858551
630,YLR435W,3.82121762797936
631,YOR269W,5.17400471782652
632,YBR025C,2.10470930540676
633,YFL023W,11.82355145705488
634,YGL157W,5.63985757609456
635,YBL033C,3.71393016389757
636,YGR105W,2.10470930540676
637,YCL027W,1.30395288880798
638,YPL002C,10.26120035413202
639,YHR187W,3.0832198393450403
640,YLR386W,15.177437575415581
641,YML129C,1.77734022473581
642,YKR106W,1.97348625858551
643,YMR239C,2.40842312452704
644,YGL225W,5.0521850587767
645,YCR034W,1.80867391950668
646,YIR025W,1.24371108734104
647,YEL064C,5.99490011804725
648,YGR084C,3.2500337587501598
649,YMR123W,1.67716594426565
650,YOR119C,1.97348625858551
651,YMR118C,1.3545078525707
652,YOL130W,1.89914900742761
653,YJL138C,1.3928853448348
654,YLR309C,2.77022054694071
655,YJL140W,3.80444304059578
656,YBR265W,0.0
657,YNL066W,4.70859331313863
658,YBR255W,3.82024787048738
659,YLR094C,3.66275362100855
660,YBR122C,2.41992552113478
661,YHR185C,8.3888389684363
662,YHR189W,1.57074405013988
663,YLR103C,2.10470930540676
664,YGL148W,1.97348625858551
665,YPR020W,3.7930223477632596
666,YLR421C,3.77633866929685
667,YDR478W,1.57074405013988
668,YGL084C,4.94949910314716
669,YLR137W,1.97348625858551
670,YOR020C,14.28187241261552
671,YDR427W,2.10470930540676
672,YEL072W,2.10470930540676
673,YHR184W,6.75282633198431
674,YJL099W,3.18107313032182
675,YLR190W,5.05749371202836
676,YER035W,1.57074405013988
677,YER016W,7.64049574097476
678,YIL132C,11.709792394000209
679,YGR169C,3.5767509742181103
680,YBR238C,2.10470930540676
681,YNL187W,1.75126905313715
682,YHR115C,3.45803920964852
683,YGR141W,3.75083501866802
684,YDR183W,1.57074405013988
685,YKL063C,2.79708895160051
686,YDR367W,3.43559296044648
687,YCL051W,2.73231830820612
688,YBR067C,4.82769885580206
689,YOL115W,7.206520325442289
690,YJL137C,9.10443276172023
691,YDL210W,2.89885784110986
692,YDR456W,2.9927723978712804
693,YGR020C,5.781675941876729
694,YBR014C,5.88474983133002
695,YDR190C,5.24535993809837
696,YNL204C,1.30395288880798
697,YOR276W,1.97348625858551
698,YJR086W,3.79528536812887
699,YOR191W,1.43969593796877
700,YNL281W,10.167123605531431
701,YDL055C,3.50038050784539
702,YHR137W,3.50636836490677
703,YHR090C,2.10470930540676
704,YER145C,6.40679367427264
705,YOR162C,1.28900902903852
706,YJL190C,3.05489874747864
707,YHR065C,1.97348625858551
708,YJR031C,3.00606860777923
709,YHR116W,1.3545078525707
710,YMR178W,2.10470930540676
711,YDR256C,7.27324563367694
712,YIL020C,1.29354269929544
713,YCL029C,5.5127573405161705
714,YMR090W,3.55530421578611
715,YDL037C,1.32403141272815
716,YDR071C,3.82024787048738
717,YBR284W,5.42090821760892
718,YIL070C,2.10470930540676
719,YBR047W,3.25348212234921
720,YPL124W,30.47829853536357
721,YOR014W,8.80381890766505
722,YML058W,2.9553831492342404
723,YAR018C,2.58405199969231
724,YLR114C,1.89914900742761
725,YJL219W,1.30571343205346
726,YPR045C,2.73727185547542
727,YJL210W,4.4876212971967195
728,YBR107C,2.66811016442708
729,YKL072W,1.80867391950668
730,YJR010C-A,2.41992552113478
731,YAL012W,3.15637867453153
732,YJL117W,5.01858869802144
733,YCR060W,3.82024787048738
734,YDL042C,1.3928853448348
735,YBR149W,3.94697251717102
736,YKL007W,1.32403141272815
737,YDR403W,2.10470930540676
738,YDR004W,3.6954627387877
739,YLR427W,3.51053750937326
740,YDL116W,28.609436972282516
741,YKL061W,13.05650792974485
742,YLR395C,2.76461215981293
743,YKL126W,1.31184278269885
744,YLR063W,5.47358667699647
745,YPL150W,2.10470930540676
746,YGR135W,1.61851735174972
747,YNL100W,1.75126905313715
748,YHL024W,2.10470930540676
749,YLR413W,2.96024117602853
750,YMR240C,3.08080796742748
751,YMR067C,2.5753645099152
752,YLR327C,1.97348625858551
753,YDR465C,6.048783574532029
754,YJL048C,4.96588436582979
755,YIL006W,1.75126905313715
756,YKL023W,11.700858618148331
757,YBR073W,2.8847661879272497
758,YDR068W,3.75083501866802
759,YBR248C,2.10470930540676
760,YDR452W,1.36611986893615
761,YPR114W,1.79271258131129
762,YPR004C,2.10470930540676
763,YNR011C,1.97348625858551
764,YDL183C,1.47978906389733
765,YBR019C,1.53088438955118
766,YLR222C,8.28239132939862
767,YJL057C,5.17601432018029
768,YHR053C,1.67716594426565
769,YLR090W,4.352734256413321
770,YMR021C,5.52587922019147
771,YJL026W,1.97348625858551
772,YJL106W,2.41992552113478
773,YDR343C,1.3506035019091
774,YML070W,1.97348625858551
775,YIL068C,1.97348625858551
776,YOR381W,5.31411108420753
777,YLR457C,6.95082482820232
778,YLR110C,1.3928853448348
779,YBL016W,11.77173621070997
780,YNL110C,1.37926177595859
781,YLR183C,1.89914900742761
782,YHR171W,8.28291124827731
783,YOL133W,1.80867391950668
784,YPL227C,3.82121762797936
785,YMR182C,1.77734876008251
786,YPL249C,3.30349337376345
787,YHR049W,1.79271258131129
788,YDR472W,9.06169908044475
789,YPL098C,3.3422074752580397
790,YBL089W,2.96024117602853
791,YOL151W,3.62508012947636
792,YKR091W,3.27538641668451
793,YPL257W,3.5402408394226397
794,YBR282W,1.84772676715477
795,YDR321W,5.61274081482381
796,YBR021W,1.45932042864139
797,YKL224C,2.8462284991622298
798,YOR073W,3.49057934642232
799,YHL009C,2.73221985602825
800,YNL049C,3.82024787048738
801,YHR014W,3.12180194159193
802,YMR032W,18.392484828078178
803,YHL023C,1.97348625858551
804,YKL166C,3.76534278333458
805,YKL055C,1.89914900742761
806,YLR072W,3.82024787048738
807,YFR046C,1.41026849089569
808,YOL123W,5.12211674602168
809,YLR409C,2.10470930540676
810,YFL002C,1.63912030153494
811,YCL017C,1.39435190536004
812,YGL047W,1.97296089540181
813,YBR192W,5.73833903805265
814,YHR057C,6.19711803635731
815,YHL008C,1.77734022473581
816,YAL047C,1.30395288880798
