dataset,taxaID,locus,gene,essentiality,pmid,Ref_db
116,580240,S000002601,,NE,,SGD
116,580240,S000002602,MSS116,NE,,SGD
116,580240,S000002603,REF2,NE,,SGD
116,580240,S000002604,CAB5,E,,SGD
116,580240,S000002605,CBS2,NE,,SGD
116,580240,S000002606,RKM2,NE,,SGD
116,580240,S000002607,,NE,,SGD
116,580240,S000002608,VPS64,NE,,SGD
116,580240,S000002609,SPC19,E,,SGD
116,580240,S000002610,RAV2,NE,,SGD
116,580240,S000002611,,NE,,SGD
116,580240,S000002612,COQ4,NE,,SGD
116,580240,S000002613,MSC2,NE,,SGD
116,580240,S000002614,EBS1,NE,,SGD
116,580240,S000002615,UME6,NE,,SGD
116,580240,S000002616,MSS4,E,,SGD
116,580240,S000002617,,NE,,SGD
116,580240,S000002618,,NE,,SGD
116,580240,S000002619,GCD6,E,,SGD
116,580240,S000002620,TCP1,E,,SGD
116,580240,S000002621,UPC2,NE,,SGD
116,580240,S000002622,AHA1,NE,,SGD
116,580240,S000002623,,NE,,SGD
116,580240,S000002624,ADR1,NE,,SGD
116,580240,S000002625,RAD9,NE,,SGD
116,580240,S000002626,SPR28,NE,,SGD
116,580240,S000002627,MFB1,NE,,SGD
116,580240,S000002628,,NE,,SGD
116,580240,S000002629,GTB1,NE,,SGD
116,580240,S000002630,,NE,,SGD
116,580240,S000002631,CRF1,NE,,SGD
116,580240,S000002632,HTB1,C,,SGD
116,580240,S000002633,HTA1,NE,,SGD
116,580240,S000002634,ADK1,C,,SGD
116,580240,S000002635,SIR4,NE,,SGD
116,580240,S000002636,PCF11,E,,SGD
116,580240,S000002637,IVY1,NE,,SGD
116,580240,S000002638,,NE,,SGD
116,580240,S000002639,COX20,C,,SGD
116,580240,S000002640,HEM1,E,,SGD
116,580240,S000002641,RTN1,C,,SGD
116,580240,S000002642,LYS4,NE,,SGD
116,580240,S000002643,PRP42,E,,SGD
116,580240,S000002644,FMN1,E,,SGD
116,580240,S000002645,MRPL7,NE,,SGD
116,580240,S000002646,SEC26,E,,SGD
116,580240,S000002647,,NE,,SGD
116,580240,S000002648,SNU56,E,,SGD
116,580240,S000002649,BUD26,C,,SGD
116,580240,S000002650,AMD2,NE,,SGD
116,580240,S000002651,PRP28,E,,SGD
116,580240,S000002652,PEX5,NE,,SGD
116,580240,S000002653,MNN10,NE,,SGD
116,580240,S000002654,TRS23,E,,SGD
116,580240,S000002655,VHS1,NE,,SGD
116,580240,S000002656,,NE,,SGD
116,580240,S000002657,,NE,,SGD
116,580240,S000002658,,NE,,SGD
116,580240,S000002659,PAM1,NE,,SGD
116,580240,S000002660,BTT1,NE,,SGD
116,580240,S000002661,MET32,NE,,SGD
116,580240,S000002662,CHL4,NE,,SGD
116,580240,S000002663,RMD5,NE,,SGD
116,580240,S000002664,CTA1,NE,,SGD
116,580240,S000002665,RKM4,NE,,SGD
116,580240,S000002666,HSP78,NE,,SGD
116,580240,S000002667,YAP6,NE,,SGD
116,580240,S000002668,SWM1,NE,,SGD
116,580240,S000002669,EXG2,NE,,SGD
116,580240,S000002670,,NE,,SGD
116,580240,S000002671,DIN7,NE,,SGD
116,580240,S000002672,AKR1,NE,,SGD
116,580240,S000002673,PEX10,NE,,SGD
116,580240,S000002674,HEL2,NE,,SGD
116,580240,S000002675,CIA1,E,,SGD
116,580240,S000002676,MSW1,NE,,SGD
116,580240,S000002677,,NE,,SGD
116,580240,S000002678,CCC2,NE,,SGD
116,580240,S000002679,,NE,,SGD
116,580240,S000002680,GLO2,NE,,SGD
116,580240,S000002681,DON1,NE,,SGD
116,580240,S000002682,,NE,,SGD
116,580240,S000002683,BSC2,NE,,SGD
116,580240,S000002684,PMP3,NE,,SGD
116,580240,S000002685,MTH1,NE,,SGD
116,580240,S000002686,,NE,,SGD
116,580240,S000002687,RNH202,NE,,SGD
116,580240,S000002688,RRP45,E,,SGD
116,580240,S000002689,PHM6,NE,,SGD
116,580240,S000002690,MRX10,NE,,SGD
116,580240,S000002691,GCN2,NE,,SGD
116,580240,S000002692,DPP1,NE,,SGD
116,580240,S000002693,ZIP1,NE,,SGD
116,580240,S000002694,,NE,,SGD
116,580240,S000002695,INM2,NE,,SGD
116,580240,S000002696,NSE3,E,,SGD
116,580240,S000002697,RTT103,NE,,SGD
116,580240,S000002698,,NE,,SGD
116,580240,S000002699,HRQ1,NE,,SGD
116,580240,S000002700,SRP101,C,,SGD
116,580240,S000002701,SSD1,C,,SGD
116,580240,S000002702,DPL1,NE,,SGD
116,580240,S000002703,HDA2,NE,,SGD
116,580240,S000002704,MHR1,NE,,SGD
116,580240,S000002705,SUR2,NE,,SGD
116,580240,S000002706,ATP5,NE,,SGD
116,580240,S000002707,BFR2,E,,SGD
116,580240,S000002708,PRO1,NE,,SGD
116,580240,S000002709,CFT1,E,,SGD
116,580240,S000002710,GPI11,E,,SGD
116,580240,S000002711,RSC3,C,,SGD
116,580240,S000002712,CPR5,NE,,SGD
116,580240,S000002713,HNT2,NE,,SGD
116,580240,S000002714,,NE,,SGD
116,580240,S000002715,PMT7,NE,,SGD
116,580240,S000002716,SRB7,E,,SGD
116,580240,S000002717,GIC2,NE,,SGD
116,580240,S000002718,SUM1,NE,,SGD
116,580240,S000002719,TFB1,E,,SGD
116,580240,S000002720,SSF2,NE,,SGD
116,580240,S000002721,PIB1,NE,,SGD
116,580240,S000002722,RAD34,NE,,SGD
116,580240,S000002723,IPK1,NE,,SGD
116,580240,S000002724,OMS1,NE,,SGD
116,580240,S000002725,HIM1,NE,,SGD
116,580240,S000002726,MCM21,NE,,SGD
116,580240,S000002727,YFT2,NE,,SGD
116,580240,S000002728,SWA2,NE,,SGD
116,580240,S000002729,ASP1,NE,,SGD
116,580240,S000002730,MRPL35,NE,,SGD
116,580240,S000002731,PEP7,C,,SGD
116,580240,S000002732,UTP4,E,,SGD
116,580240,S000002733,YCG1,E,,SGD
116,580240,S000002734,YSP2,NE,,SGD
116,580240,S000002735,,E,,SGD
116,580240,S000002736,SKP1,E,,SGD
116,580240,S000002737,PEX3,NE,,SGD
116,580240,S000002738,UBX5,NE,,SGD
116,580240,S000002739,GPI8,E,,SGD
116,580240,S000002740,IRC3,NE,,SGD
116,580240,S000002741,RQC1,NE,,SGD
116,580240,S000002742,SWR1,NE,,SGD
116,580240,S000002743,MSN5,NE,,SGD
116,580240,S000002744,MRX8,NE,,SGD
116,580240,S000002745,MRPS28,NE,,SGD
116,580240,S000002746,,NE,,SGD
116,580240,S000002747,FCF1,E,,SGD
116,580240,S000002748,,NE,,SGD
116,580240,S000002749,,E,,SGD
116,580240,S000002752,,NE,,SGD
116,580240,S000002753,HXT3,NE,,SGD
116,580240,S000002754,SVF1,NE,,SGD
116,580240,S000002755,MRP1,NE,,SGD
116,580240,S000002756,PAL1,NE,,SGD
116,580240,S000002757,YPS7,NE,,SGD
116,580240,S000002758,ATP22,NE,,SGD
116,580240,S000002759,SBE2,NE,,SGD
116,580240,S000002760,YPQ2,NE,,SGD
116,580240,S000002761,TRR1,E,,SGD
116,580240,S000002762,TRP4,NE,,SGD
116,580240,S000002763,,E,,SGD
116,580240,S000002764,SPC110,E,,SGD
116,580240,S000002765,CNL1,NE,,SGD
116,580240,S000002766,GGA1,NE,,SGD
116,580240,S000002767,EAF1,NE,,SGD
116,580240,S000002768,OPI7,NE,,SGD
116,580240,S000002769,BCP1,E,,SGD
116,580240,S000002770,TFC6,E,,SGD
116,580240,S000002771,ESC2,NE,,SGD
116,580240,S000002772,CDC40,C,,SGD
116,580240,S000002773,ESF1,E,,SGD
116,580240,S000002775,KEI1,E,,SGD
116,580240,S000002776,YPR1,NE,,SGD
116,580240,S000002777,XRS2,NE,,SGD
116,580240,S000002778,DXO1,NE,,SGD
116,580240,S000002779,CTS2,NE,,SGD
116,580240,S000002780,VPS74,NE,,SGD
116,580240,S000002781,FRQ1,E,,SGD
116,580240,S000002782,PHO92,NE,,SGD
116,580240,S000002783,BCS1,NE,,SGD
116,580240,S000002784,ARH1,C,,SGD
116,580240,S000002785,ATP17,NE,,SGD
116,580240,S000002786,LSM6,C,,SGD
116,580240,S000002787,RGA2,NE,,SGD
116,580240,S000002788,ARO10,NE,,SGD
116,580240,S000002789,YRA1,E,,SGD
116,580240,S000002790,RPP2B,NE,,SGD
116,580240,S000002791,NKP1,NE,,SGD
116,580240,S000002792,ATO3,NE,,SGD
116,580240,S000002793,EFT2,NE,,SGD
116,580240,S000002794,MUS81,NE,,SGD
116,580240,S000002795,CIN10,NE,,SGD
116,580240,S000002796,RVS167,NE,,SGD
116,580240,S000002797,SAC7,C,,SGD
116,580240,S000002798,UBA2,E,,SGD
116,580240,S000002799,,NE,,SGD
116,580240,S000002800,SPT3,NE,,SGD
116,580240,S000002801,SHE9,NE,,SGD
116,580240,S000002802,RPT3,E,,SGD
116,580240,S000002803,SXM1,C,,SGD
116,580240,S000002804,,E,,SGD
116,580240,S000002805,NCB2,C,,SGD
116,580240,S000002806,UTP5,E,,SGD
116,580240,S000002807,HPT1,NE,,SGD
116,580240,S000002808,URH1,NE,,SGD
116,580240,S000002809,,NE,,SGD
116,580240,S000002810,DIT2,NE,,SGD
116,580240,S000002811,DIT1,NE,,SGD
116,580240,S000002812,RPB7,E,,SGD
116,580240,S000002813,MRP20,NE,,SGD
116,580240,S000002814,PDR15,NE,,SGD
116,580240,S000002815,TRS120,E,,SGD
116,580240,S000002816,ADE8,NE,,SGD
116,580240,S000002817,SIZ1,NE,,SGD
116,580240,S000002818,STE14,NE,,SGD
116,580240,S000002819,DFM1,NE,,SGD
116,580240,S000002820,RRP17,E,,SGD
116,580240,S000002821,,E,,SGD
116,580240,S000002822,ERD1,NE,,SGD
116,580240,S000002823,,NE,,SGD
116,580240,S000002824,SYF1,E,,SGD
116,580240,S000002826,RPL12B,NE,,SGD
116,580240,S000002827,RAD30,NE,,SGD
116,580240,S000002828,HKR1,C,,SGD
116,580240,S000002829,ARO80,NE,,SGD
116,580240,S000002830,SIP1,NE,,SGD
116,580240,S000002831,CAD1,NE,,SGD
116,580240,S000002832,DYN2,NE,,SGD
116,580240,S000002833,SNX41,NE,,SGD
116,580240,S000002834,,NE,,SGD
116,580240,S000002835,RPN9,C,,SGD
116,580240,S000002836,BNA7,NE,,SGD
116,580240,S000002837,TIF35,E,,SGD
116,580240,S000002838,CYM1,NE,,SGD
116,580240,S000002839,,NE,,SGD
116,580240,S000002840,NPL3,C,,SGD
116,580240,S000002841,,NE,,SGD
116,580240,S000002842,GPI17,E,,SGD
116,580240,S000002843,PPM1,NE,,SGD
116,580240,S000002844,PPZ2,NE,,SGD
116,580240,S000002845,GPI19,E,,SGD
116,580240,S000002846,THI74,NE,,SGD
116,580240,S000002847,LRS4,NE,,SGD
116,580240,S000002848,DOT1,NE,,SGD
116,580240,S000002849,APT2,NE,,SGD
116,580240,S000002850,,NE,,SGD
116,580240,S000002851,SSN2,NE,,SGD
116,580240,S000002853,,NE,,SGD
116,580240,S000002854,ECM11,NE,,SGD
116,580240,S000002855,RPS17B,NE,,SGD
116,580240,S000002856,ADA2,NE,,SGD
116,580240,S000002857,UTP6,E,,SGD
116,580240,S000002858,RPS18A,NE,,SGD
116,580240,S000002859,YHP1,NE,,SGD
116,580240,S000002860,PPN1,NE,,SGD
116,580240,S000002861,TSA2,NE,,SGD
116,580240,S000002862,GUK1,E,,SGD
116,580240,S000002863,,NE,,SGD
116,580240,S000002864,NHX1,NE,,SGD
116,580240,S000002865,TOM1,NE,,SGD
116,580240,S000002866,HEH2,NE,,SGD
116,580240,S000002867,PFA5,NE,,SGD
116,580240,S000002868,TFB3,E,,SGD
116,580240,S000002870,MRPL28,NE,,SGD
116,580240,S000002871,STP1,NE,,SGD
116,580240,S000002872,SPP41,E,,SGD
116,580240,S000002873,RMT2,NE,,SGD
116,580240,S000002874,PKH3,NE,,SGD
116,580240,S000002875,,NE,,SGD
116,580240,S000002876,TLG1,E,,SGD
116,580240,S000002877,SDC1,NE,,SGD
116,580240,S000002878,UGO1,C,,SGD
116,580240,S000002879,RPL27B,NE,,SGD
116,580240,S000002880,TRS31,E,,SGD
116,580240,S000002881,PRP3,E,,SGD
116,580240,S000002883,JIP4,NE,,SGD
116,580240,S000002884,,NE,,SGD
116,580240,S000002885,SNF1,NE,,SGD
116,580240,S000002886,SNM1,E,,SGD
116,580240,S000002887,PEX29,NE,,SGD
116,580240,S000002888,DIG2,NE,,SGD
116,580240,S000002889,PHO8,NE,,SGD
116,580240,S000002890,CWC21,NE,,SGD
116,580240,S000002891,KRE2,NE,,SGD
116,580240,S000002892,VPS52,NE,,SGD
116,580240,S000002893,VPS72,NE,,SGD
116,580240,S000002894,VPS60,NE,,SGD
116,580240,S000002895,RIB3,E,,SGD
116,580240,S000002896,PAC11,NE,,SGD
116,580240,S000002897,SLD5,E,,SGD
116,580240,S000002898,PKH1,NE,,SGD
116,580240,S000002899,,NE,,SGD
116,580240,S000002900,IZH1,NE,,SGD
116,580240,S000002902,RSM28,NE,,SGD
116,580240,S000002903,VPS3,NE,,SGD
116,580240,S000002904,PUF6,NE,,SGD
116,580240,S000002905,ITR1,NE,,SGD
116,580240,S000002906,SEC20,E,,SGD
116,580240,S000002907,LCD1,C,,SGD
116,580240,S000002908,RPL37B,NE,,SGD
116,580240,S000002909,PLM2,NE,,SGD
116,580240,S000002911,LPP1,NE,,SGD
116,580240,S000002912,SPG3,NE,,SGD
116,580240,S000002913,PSP1,C,,SGD
116,580240,S000002914,GMC1,NE,,SGD
116,580240,S000002915,GIN4,NE,,SGD
116,580240,S000002916,GNP1,NE,,SGD
116,580240,S000002917,,NE,,SGD
116,580240,S000002918,SMT3,E,,SGD
116,580240,S000002919,SDH7,NE,,SGD
116,580240,S000002920,EMI1,NE,,SGD
116,580240,S000002921,GRX2,NE,,SGD
116,580240,S000002922,,NE,,SGD
116,580240,S000002923,SLF1,NE,,SGD
116,580240,S000002924,EMI2,NE,,SGD
116,580240,S000002925,GRH1,NE,,SGD
116,580240,S000002926,EUG1,NE,,SGD
116,580240,S000002927,FPR2,NE,,SGD
116,580240,S000002928,URC2,NE,,SGD
116,580240,S000002929,,NE,,SGD
116,580240,S000002930,SPS2,NE,,SGD
116,580240,S000002931,SPS1,NE,,SGD
116,580240,S000002932,AGE1,NE,,SGD
116,580240,S000002933,API2,NE,,SGD
116,580240,S000002934,,E,,SGD
116,580240,S000002935,RBA50,E,,SGD
116,580240,S000002936,HLR1,NE,,SGD
116,580240,S000002937,QCR7,NE,,SGD
116,580240,S000002938,APA2,NE,,SGD
116,580240,S000002939,CAB1,E,,SGD
116,580240,S000002940,KRE28,C,,SGD
116,580240,S000002941,HSP31,NE,,SGD
116,580240,S000002942,FIT1,NE,,SGD
116,580240,S000002943,,NE,,SGD
116,580240,S000002944,STL1,NE,,SGD
116,580240,S000002945,,NE,,SGD
116,580240,S000002946,PAD1,NE,,SGD
116,580240,S000002947,FDC1,NE,,SGD
116,580240,S000002948,IRC4,NE,,SGD
116,580240,S000002949,,NE,,SGD
116,580240,S000002954,SOM1,NE,,SGD
116,580240,S000002957,TMA20,NE,,SGD
116,580240,S000002960,AIM11,NE,,SGD
116,580240,S000002961,,NE,,SGD
116,580240,S000002964,,NE,,SGD
116,580240,S000002965,SMX2,E,,SGD
116,580240,S000002968,LSB3,NE,,SGD
116,580240,S000002969,ERG26,E,,SGD
116,580240,S000002970,ERP6,NE,,SGD
116,580240,S000002971,CDH1,C,,SGD
116,580240,S000002972,RPN14,NE,,SGD
116,580240,S000002973,COG7,NE,,SGD
116,580240,S000002974,PMC1,NE,,SGD
116,580240,S000002975,BRP1,NE,,SGD
116,580240,S000002976,PMA1,E,,SGD
116,580240,S000002977,LEU1,NE,,SGD
116,580240,S000002978,MPO1,NE,,SGD
116,580240,S000002979,SCL1,E,,SGD
116,580240,S000002980,ERG4,NE,,SGD
116,580240,S000002981,PDR1,NE,,SGD
116,580240,S000002982,PUF4,C,,SGD
116,580240,S000002983,,NE,,SGD
116,580240,S000002984,KAP122,NE,,SGD
116,580240,S000002985,ATE1,NE,,SGD
116,580240,S000002986,JAC1,E,,SGD
116,580240,S000002987,CKB1,NE,,SGD
116,580240,S000002988,GET1,NE,,SGD
116,580240,S000002989,ALK1,NE,,SGD
116,580240,S000002990,STT3,E,,SGD
116,580240,S000002991,PIB2,NE,,SGD
116,580240,S000002992,,NE,,SGD
116,580240,S000002993,PGD1,NE,,SGD
116,580240,S000002994,TRP5,NE,,SGD
116,580240,S000002995,CWH41,NE,,SGD
116,580240,S000002996,SCW11,NE,,SGD
116,580240,S000002997,CGR1,C,,SGD
116,580240,S000002998,RPL30,E,,SGD
116,580240,S000002999,RPL24A,NE,,SGD
116,580240,S000003000,AGA2,NE,,SGD
116,580240,S000003001,HOP2,NE,,SGD
116,580240,S000003002,,NE,,SGD
116,580240,S000003003,MIG1,NE,,SGD
116,580240,S000003004,,NE,,SGD
116,580240,S000003005,PNC1,NE,,SGD
116,580240,S000003006,OCH1,NE,,SGD
116,580240,S000003007,,NE,,SGD
116,580240,S000003008,HEM2,E,,SGD
116,580240,S000003009,,NE,,SGD
116,580240,S000003010,,NE,,SGD
116,580240,S000003011,DST1,NE,,SGD
116,580240,S000003012,RNA15,E,,SGD
116,580240,S000003013,RIM8,NE,,SGD
116,580240,S000003015,ALG13,E,,SGD
116,580240,S000003016,RPT6,E,,SGD
116,580240,S000003017,TIF4632,NE,,SGD
116,580240,S000003018,TYW3,NE,,SGD
116,580240,S000003019,MST27,NE,,SGD
116,580240,S000003021,PRM8,NE,,SGD
116,580240,S000003022,ERV14,NE,,SGD
116,580240,S000003023,OLE1,E,,SGD
116,580240,S000003024,SDS23,NE,,SGD
116,580240,S000003025,GEP7,NE,,SGD
116,580240,S000003026,RAD6,NE,,SGD
116,580240,S000003027,PKP2,NE,,SGD
116,580240,S000003028,YBP2,NE,,SGD
116,580240,S000003029,DUO1,E,,SGD
116,580240,S000003030,PYC1,NE,,SGD
116,580240,S000003031,PUS2,NE,,SGD
116,580240,S000003032,MRH4,NE,,SGD
116,580240,S000003033,ALG2,E,,SGD
116,580240,S000003034,SGF73,NE,,SGD
116,580240,S000003035,NPY1,NE,,SGD
116,580240,S000003036,MNP1,C,,SGD
116,580240,S000003037,,E,,SGD
116,580240,S000003038,RPB9,NE,,SGD
116,580240,S000003039,AFT1,NE,,SGD
116,580240,S000003040,,NE,,SGD
116,580240,S000003041,HSF1,E,,SGD
116,580240,S000003042,,E,,SGD
116,580240,S000003043,MPS2,E,,SGD
116,580240,S000003044,RPL7A,NE,,SGD
116,580240,S000003045,HNM1,NE,,SGD
116,580240,S000003046,DBP3,NE,,SGD
116,580240,S000003047,KXD1,NE,,SGD
116,580240,S000003048,MPC1,NE,,SGD
116,580240,S000003049,,NE,,SGD
116,580240,S000003050,,NE,,SGD
116,580240,S000003051,SCY1,NE,,SGD
116,580240,S000003052,GUP1,C,,SGD
116,580240,S000003053,LCL3,NE,,SGD
116,580240,S000003054,MAD1,NE,,SGD
116,580240,S000003055,MMS2,NE,,SGD
116,580240,S000003056,,NE,,SGD
116,580240,S000003057,MF(ALPHA)2,NE,,SGD
116,580240,S000003058,LIF1,NE,,SGD
116,580240,S000003059,NBP35,E,,SGD
116,580240,S000003060,NUP145,E,,SGD
116,580240,S000003061,SPC105,E,,SGD
116,580240,S000003062,PAN2,NE,,SGD
116,580240,S000003063,VPS45,NE,,SGD
116,580240,S000003064,TOS8,NE,,SGD
116,580240,S000003065,SRM1,E,,SGD
116,580240,S000003066,USE1,E,,SGD
116,580240,S000003067,LSG1,C,,SGD
116,580240,S000003068,SEH1,NE,,SGD
116,580240,S000003069,,NE,,SGD
116,580240,S000003070,,E,,SGD
116,580240,S000003071,RPL28,E,,SGD
116,580240,S000003072,VPS73,NE,,SGD
116,580240,S000003073,ARC1,NE,,SGD
116,580240,S000003074,MLC1,E,,SGD
116,580240,S000003075,RMD9,NE,,SGD
116,580240,S000003076,,NE,,SGD
116,580240,S000003077,,NE,,SGD
116,580240,S000003078,CUE3,NE,,SGD
116,580240,S000003079,NSA1,E,,SGD
116,580240,S000003080,TAF6,E,,SGD
116,580240,S000003081,SLD3,E,,SGD
116,580240,S000003082,,NE,,SGD
116,580240,S000003083,SNF4,NE,,SGD
116,580240,S000003084,CDC20,E,,SGD
116,580240,S000003085,,NE,,SGD
116,580240,S000003086,,NE,,SGD
116,580240,S000003087,COQ8,NE,,SGD
116,580240,S000003088,PRP43,E,,SGD
116,580240,S000003089,GPG1,NE,,SGD
116,580240,S000003090,NAB2,E,,SGD
116,580240,S000003091,RPS2,E,,SGD
116,580240,S000003092,MON1,NE,,SGD
116,580240,S000003093,MET13,NE,,SGD
116,580240,S000003094,SCS3,NE,,SGD
116,580240,S000003095,SOH1,NE,,SGD
116,580240,S000003096,CWC23,E,,SGD
116,580240,S000003097,RSM23,NE,,SGD
116,580240,S000003098,CEG1,E,,SGD
116,580240,S000003099,SNT2,NE,,SGD
116,580240,S000003100,,NE,,SGD
116,580240,S000003101,ITC1,NE,,SGD
116,580240,S000003102,PCL10,NE,,SGD
116,580240,S000003103,RPL1B,NE,,SGD
116,580240,S000003104,MRM2,NE,,SGD
116,580240,S000003105,SEC27,E,,SGD
116,580240,S000003106,,NE,,SGD
116,580240,S000003107,FLC3,NE,,SGD
116,580240,S000003108,,NE,,SGD
116,580240,S000003109,HUL5,NE,,SGD
116,580240,S000003110,GPI10,E,,SGD
116,580240,S000003111,MRF1,NE,,SGD
116,580240,S000003112,ROG1,NE,,SGD
116,580240,S000003113,TIP20,E,,SGD
116,580240,S000003114,RRT6,NE,,SGD
116,580240,S000003115,RPL9A,NE,,SGD
116,580240,S000003116,ARO2,NE,,SGD
116,580240,S000003117,,NE,,SGD
116,580240,S000003118,INO80,C,,SGD
116,580240,S000003119,NUT1,NE,,SGD
116,580240,S000003120,,NE,,SGD
116,580240,S000003121,PEX14,NE,,SGD
116,580240,S000003122,LYS5,NE,,SGD
116,580240,S000003123,CDC43,E,,SGD
116,580240,S000003124,AMS1,NE,,SGD
116,580240,S000003125,ARI1,NE,,SGD
116,580240,S000003126,RCK1,NE,,SGD
116,580240,S000003127,,NE,,SGD
116,580240,S000003128,AIM14,NE,,SGD
116,580240,S000003129,YIP5,NE,,SGD
116,580240,S000003130,SUT1,NE,,SGD
116,580240,S000003131,RAD54,NE,,SGD
116,580240,S000003132,YRB30,NE,,SGD
116,580240,S000003133,,NE,,SGD
116,580240,S000003134,CUP2,C,,SGD
116,580240,S000003135,PMR1,NE,,SGD
116,580240,S000003136,HUR1,NE,,SGD
116,580240,S000003137,SUA5,C,,SGD
116,580240,S000003138,SPO74,NE,,SGD
116,580240,S000003139,ROK1,E,,SGD
116,580240,S000003140,NUP49,E,,SGD
116,580240,S000003141,XRN1,NE,,SGD
116,580240,S000003142,BUD13,NE,,SGD
116,580240,S000003143,SAE2,NE,,SGD
116,580240,S000003144,,NE,,SGD
116,580240,S000003145,,NE,,SGD
116,580240,S000003146,MPT5,NE,,SGD
116,580240,S000003147,TOS3,NE,,SGD
116,580240,S000003148,ATG1,C,,SGD
116,580240,S000003149,GTS1,NE,,SGD
116,580240,S000003151,MND1,NE,,SGD
116,580240,S000003157,RPS26A,E,,SGD
116,580240,S000003158,CDC55,NE,,SGD
116,580240,S000003159,COX13,NE,,SGD
116,580240,S000003162,HOS2,NE,,SGD
116,580240,S000003163,GCN1,NE,,SGD
116,580240,S000003164,DSD1,NE,,SGD
116,580240,S000003165,MDS3,NE,,SGD
116,580240,S000003166,YIP4,NE,,SGD
116,580240,S000003167,,NE,,SGD
116,580240,S000003168,EMP24,NE,,SGD
116,580240,S000003169,MCM6,E,,SGD
116,580240,S000003170,ARO8,NE,,SGD
116,580240,S000003171,KEX1,NE,,SGD
116,580240,S000003173,POX1,NE,,SGD
116,580240,S000003174,CHC1,C,,SGD
116,580240,S000003175,SPT16,E,,SGD
116,580240,S000003176,SIP2,NE,,SGD
116,580240,S000003177,MIG2,NE,,SGD
116,580240,S000003178,YPT32,NE,,SGD
116,580240,S000003179,NCS6,NE,,SGD
116,580240,S000003180,VAM7,NE,,SGD
116,580240,S000003181,SKI8,C,,SGD
116,580240,S000003182,,NE,,SGD
116,580240,S000003183,CLG1,NE,,SGD
116,580240,S000003184,KIP3,NE,,SGD
116,580240,S000003185,,NE,,SGD
116,580240,S000003186,,NE,,SGD
116,580240,S000003187,MDM34,NE,,SGD
116,580240,S000003188,BOL2,NE,,SGD
116,580240,S000003189,NIF3,NE,,SGD
116,580240,S000003190,EDC1,NE,,SGD
116,580240,S000003191,COG1,NE,,SGD
116,580240,S000003192,SDT1,NE,,SGD
116,580240,S000003193,VRG4,E,,SGD
116,580240,S000003194,OST5,NE,,SGD
116,580240,S000003195,MTC3,NE,,SGD
116,580240,S000003196,VID30,NE,,SGD
116,580240,S000003197,SHE10,NE,,SGD
116,580240,S000003198,SAP4,NE,,SGD
116,580240,S000003199,,NE,,SGD
116,580240,S000003200,EMC4,NE,,SGD
116,580240,S000003201,TAN1,NE,,SGD
116,580240,S000003202,SEC15,E,,SGD
116,580240,S000003203,ADE5,,,
116,580240,S000003204,,NE,,SGD
116,580240,S000003205,MTO1,C,,SGD
116,580240,S000003206,HAP2,NE,,SGD
116,580240,S000003207,CSE1,E,,SGD
116,580240,S000003208,,E,,SGD
116,580240,S000003209,DOC1,NE,,SGD
116,580240,S000003210,KAP114,NE,,SGD
116,580240,S000003211,,NE,,SGD
116,580240,S000003212,TAD1,NE,,SGD
116,580240,S000003213,RTF1,NE,,SGD
116,580240,S000003214,GUS1,E,,SGD
116,580240,S000003215,RAI1,NE,,SGD
116,580240,S000003216,BRR6,E,,SGD
116,580240,S000003217,PDE1,NE,,SGD
116,580240,S000003218,ZIP2,NE,,SGD
116,580240,S000003219,RMR1,NE,,SGD
116,580240,S000003220,HFM1,NE,,SGD
116,580240,S000003221,RTG2,NE,,SGD
116,580240,S000003222,HXK2,NE,,SGD
116,580240,S000003223,FZF1,NE,,SGD
116,580240,S000003224,ZRT1,NE,,SGD
116,580240,S000003225,ADH4,NE,,SGD
116,580240,S000003226,MNT2,NE,,SGD
116,580240,S000003227,VEL1,NE,,SGD
116,580240,S000003228,YPS5,NE,,SGD
116,580240,S000003229,,NE,,SGD
116,580240,S000003230,PAU11,NE,,SGD
116,580240,S000003231,,NE,,SGD
116,580240,S000003232,COS12,NE,,SGD
116,580240,S000003233,EFM5,NE,,SGD
116,580240,S000003234,SWC4,E,,SGD
116,580240,S000003235,CUL3,NE,,SGD
116,580240,S000003236,PEX31,NE,,SGD
116,580240,S000003237,TFG2,E,,SGD
116,580240,S000003238,PRP18,NE,,SGD
116,580240,S000003239,ECT1,NE,,SGD
116,580240,S000003240,STF2,NE,,SGD
116,580240,S000003241,SEC9,E,,SGD
116,580240,S000003242,NMA2,NE,,SGD
116,580240,S000003243,,NE,,SGD
116,580240,S000003244,MCY1,NE,,SGD
116,580240,S000003245,SNU71,E,,SGD
116,580240,S000003246,MSB2,NE,,SGD
116,580240,S000003247,,NE,,SGD
116,580240,S000003248,,NE,,SGD
116,580240,S000003249,,NE,,SGD
116,580240,S000003250,,NE,,SGD
116,580240,S000003251,UGA1,NE,,SGD
116,580240,S000003252,VMA7,NE,,SGD
116,580240,S000003253,,NE,,SGD
116,580240,S000003254,,NE,,SGD
116,580240,S000003255,MTL1,NE,,SGD
116,580240,S000003256,THG1,E,,SGD
116,580240,S000003257,,NE,,SGD
116,580240,S000003258,,NE,,SGD
116,580240,S000003259,RPS25A,NE,,SGD
116,580240,S000003260,MSP1,NE,,SGD
116,580240,S000003261,ERV1,C,,SGD
116,580240,S000003262,POP6,E,,SGD
116,580240,S000003263,IMO32,NE,,SGD
