dataset,taxaID,locus,gene,essentiality,pmid,Ref_db
116,580240,S000005243,TRF5,NE,,SGD
116,580240,S000005244,TOS6,NE,,SGD
116,580240,S000005245,RPL18B,NE,,SGD
116,580240,S000005246,RPS19B,NE,,SGD
116,580240,S000005247,,NE,,SGD
116,580240,S000005248,YPT11,NE,,SGD
116,580240,S000005249,BXI1,NE,,SGD
116,580240,S000005250,MRPS18,E,,SGD
116,580240,S000005251,MCK1,NE,,SGD
116,580240,S000005252,KRI1,E,,SGD
116,580240,S000005253,STB1,NE,,SGD
116,580240,S000005254,ZIM17,E,,SGD
116,580240,S000005255,SKP2,NE,,SGD
116,580240,S000005256,RFA2,E,,SGD
116,580240,S000005257,EMW1,E,,SGD
116,580240,S000005258,DAL82,NE,,SGD
116,580240,S000005259,ATP11,NE,,SGD
116,580240,S000005260,PHA2,NE,,SGD
116,580240,S000005261,PFS2,E,,SGD
116,580240,S000005262,HXT14,NE,,SGD
116,580240,S000005263,,NE,,SGD
116,580240,S000005264,,NE,,SGD
116,580240,S000005265,VNX1,NE,,SGD
116,580240,S000005266,KRE1,NE,,SGD
116,580240,S000005267,LEM3,NE,,SGD
116,580240,S000005268,,NE,,SGD
116,580240,S000005269,FIG4,NE,,SGD
116,580240,S000005270,PFA3,NE,,SGD
116,580240,S000005271,EGT2,NE,,SGD
116,580240,S000005272,MDJ2,NE,,SGD
116,580240,S000005273,PEX6,NE,,SGD
116,580240,S000005274,RPD3,NE,,SGD
116,580240,S000005275,AAD14,NE,,SGD
116,580240,S000005276,THI12,NE,,SGD
116,580240,S000005277,SNZ2,NE,,SGD
116,580240,S000005278,SNO2,NE,,SGD
116,580240,S000005279,DDI3,NE,,SGD
116,580240,S000005280,COS1,NE,,SGD
116,580240,S000005282,,NE,,SGD
116,580240,S000005283,YRF1-6,NE,,SGD
116,580240,S000005284,CIT1,NE,,SGD
116,580240,S000005285,ATO2,NE,,SGD
116,580240,S000005286,RPC34,E,,SGD
116,580240,S000005287,SWM2,NE,,SGD
116,580240,S000005288,,NE,,SGD
116,580240,S000005289,VPS27,NE,,SGD
116,580240,S000005290,ATG3,NE,,SGD
116,580240,S000005291,LRO1,NE,,SGD
116,580240,S000005292,NRM1,NE,,SGD
116,580240,S000005293,CSE2,NE,,SGD
116,580240,S000005294,PRP2,E,,SGD
116,580240,S000005295,URK1,NE,,SGD
116,580240,S000005296,PHO91,NE,,SGD
116,580240,S000005297,,NE,,SGD
116,580240,S000005298,SMM1,NE,,SGD
116,580240,S000005299,ACC1,E,,SGD
116,580240,S000005300,TIM23,E,,SGD
116,580240,S000005301,RCF2,NE,,SGD
116,580240,S000005302,ARE2,NE,,SGD
116,580240,S000005303,ATP23,NE,,SGD
116,580240,S000005304,,NE,,SGD
116,580240,S000005305,MRPL50,NE,,SGD
116,580240,S000005306,SNF12,NE,,SGD
116,580240,S000005307,MPP6,NE,,SGD
116,580240,S000005308,,NE,,SGD
116,580240,S000005309,SEC12,E,,SGD
116,580240,S000005310,BUD17,NE,,SGD
116,580240,S000005311,CPR8,NE,,SGD
116,580240,S000005312,,NE,,SGD
116,580240,S000005313,ALG12,NE,,SGD
116,580240,S000005314,SSK2,NE,,SGD
116,580240,S000005315,PPG1,NE,,SGD
116,580240,S000005316,ABZ1,NE,,SGD
116,580240,S000005317,SOL1,NE,,SGD
116,580240,S000005318,ARC35,E,,SGD
116,580240,S000005319,MRPS12,NE,,SGD
116,580240,S000005320,RSM19,NE,,SGD
116,580240,S000005321,DBP6,E,,SGD
116,580240,S000005322,ZRG17,NE,,SGD
116,580240,S000005323,,NE,,SGD
116,580240,S000005324,COQ2,NE,,SGD
116,580240,S000005325,,NE,,SGD
116,580240,S000005326,MVD1,E,,SGD
116,580240,S000005327,AGA1,NE,,SGD
116,580240,S000005328,PET494,NE,,SGD
116,580240,S000005329,TRM112,C,,SGD
116,580240,S000005330,FPK1,NE,,SGD
116,580240,S000005331,,NE,,SGD
116,580240,S000005332,MSO1,NE,,SGD
116,580240,S000005333,LYS9,NE,,SGD
116,580240,S000005334,BRE5,NE,,SGD
116,580240,S000005335,POP2,C,,SGD
116,580240,S000005336,NOG2,E,,SGD
116,580240,S000005337,ESF2,E,,SGD
116,580240,S000005338,HOL1,NE,,SGD
116,580240,S000005339,BIO5,NE,,SGD
116,580240,S000005340,BIO4,NE,,SGD
116,580240,S000005341,BIO3,NE,,SGD
116,580240,S000005342,MNT4,NE,,SGD
116,580240,S000005343,FRE4,NE,,SGD
116,580240,S000005344,,NE,,SGD
116,580240,S000005345,,NE,,SGD
116,580240,S000005346,,NE,,SGD
116,580240,S000005347,,NE,,SGD
116,580240,S000005348,,NE,,SGD
116,580240,S000005349,,NE,,SGD
116,580240,S000005350,DSE4,NE,,SGD
116,580240,S000005351,,NE,,SGD
116,580240,S000005352,BSC5,NE,,SGD
116,580240,S000005353,PDR18,NE,,SGD
116,580240,S000005354,,NE,,SGD
116,580240,S000005355,HXT17,NE,,SGD
116,580240,S000005356,MAN2,NE,,SGD
116,580240,S000005357,AIF1,NE,,SGD
116,580240,S000005358,COS10,NE,,SGD
116,580240,S000005361,PHO80,NE,,SGD
116,580240,S000005362,IZH2,NE,,SGD
116,580240,S000005363,PFA4,NE,,SGD
116,580240,S000005364,SIN3,NE,,SGD
116,580240,S000005365,RPB11,E,,SGD
116,580240,S000005366,TOP1,NE,,SGD
116,580240,S000005367,CSI2,NE,,SGD
116,580240,S000005368,COQ10,NE,,SGD
116,580240,S000005369,MDM12,NE,,SGD
116,580240,S000005370,RCL1,E,,SGD
116,580240,S000005371,PLB3,NE,,SGD
116,580240,S000005373,HRD1,NE,,SGD
116,580240,S000005374,,NE,,SGD
116,580240,S000005375,IRC10,NE,,SGD
116,580240,S000005376,CMK2,NE,,SGD
116,580240,S000005377,ESC8,NE,,SGD
116,580240,S000005378,TLG2,NE,,SGD
116,580240,S000005379,,NE,,SGD
116,580240,S000005380,TAT2,NE,,SGD
116,580240,S000005381,DIS3,C,,SGD
116,580240,S000005382,TSR4,E,,SGD
116,580240,S000005383,IFM1,NE,,SGD
116,580240,S000005384,,NE,,SGD
116,580240,S000005385,LAG2,NE,,SGD
116,580240,S000005386,MIM1,E,,SGD
116,580240,S000005387,MDM38,NE,,SGD
116,580240,S000005388,YAP7,NE,,SGD
116,580240,S000005389,,NE,,SGD
116,580240,S000005390,GAS5,NE,,SGD
116,580240,S000005391,SIL1,NE,,SGD
116,580240,S000005392,OPI10,NE,,SGD
116,580240,S000005393,MSE1,NE,,SGD
116,580240,S000005394,SMC5,C,,SGD
116,580240,S000005395,,NE,,SGD
116,580240,S000005396,,NE,,SGD
116,580240,S000005397,,NE,,SGD
116,580240,S000005398,PRE6,E,,SGD
116,580240,S000005399,RPP2A,NE,,SGD
116,580240,S000005400,RPS15,E,,SGD
116,580240,S000005401,NOP12,NE,,SGD
116,580240,S000005402,NGL1,NE,,SGD
116,580240,S000005403,NTG2,NE,,SGD
116,580240,S000005404,PEX15,NE,,SGD
116,580240,S000005405,PSK2,NE,,SGD
116,580240,S000005406,,NE,,SGD
116,580240,S000005407,LDS2,NE,,SGD
116,580240,S000005408,RRT8,NE,,SGD
116,580240,S000005409,GSH2,NE,,SGD
116,580240,S000005410,,NE,,SGD
116,580240,S000005411,GAL11,NE,,SGD
116,580240,S000005412,SPE2,NE,,SGD
116,580240,S000005413,DDR2,NE,,SGD
116,580240,S000005414,AIM39,NE,,SGD
116,580240,S000005415,PSH1,NE,,SGD
116,580240,S000005416,THI20,NE,,SGD
116,580240,S000005417,GPM3,NE,,SGD
116,580240,S000005418,,NE,,SGD
116,580240,S000005419,ARG1,NE,,SGD
116,580240,S000005420,GPD2,NE,,SGD
116,580240,S000005421,MAM3,NE,,SGD
116,580240,S000005422,PRS5,NE,,SGD
116,580240,S000005423,APM4,NE,,SGD
116,580240,S000005424,CRT10,NE,,SGD
116,580240,S000005425,MET22,NE,,SGD
116,580240,S000005426,INP54,NE,,SGD
116,580240,S000005427,RIB2,E,,SGD
116,580240,S000005428,RTG1,NE,,SGD
116,580240,S000005429,HST1,NE,,SGD
116,580240,S000005430,NUF2,E,,SGD
116,580240,S000005431,NBA1,NE,,SGD
116,580240,S000005432,SDH5,NE,,SGD
116,580240,S000005433,THP1,NE,,SGD
116,580240,S000005435,,NE,,SGD
116,580240,S000005436,MDM20,NE,,SGD
116,580240,S000005437,BRX1,E,,SGD
116,580240,S000005438,AVO1,E,,SGD
116,580240,S000005439,,NE,,SGD
116,580240,S000005440,REX4,NE,,SGD
116,580240,S000005441,IRA2,NE,,SGD
116,580240,S000005442,ATG19,NE,,SGD
116,580240,S000005443,ATG34,NE,,SGD
116,580240,S000005444,PHM7,NE,,SGD
116,580240,S000005445,,NE,,SGD
116,580240,S000005446,ADH1,NE,,SGD
116,580240,S000005447,DUF1,NE,,SGD
116,580240,S000005448,MPD2,NE,,SGD
116,580240,S000005449,HAL9,NE,,SGD
116,580240,S000005450,MSH2,NE,,SGD
116,580240,S000005451,SPO21,NE,,SGD
116,580240,S000005452,YPQ1,NE,,SGD
116,580240,S000005453,TRM10,NE,,SGD
116,580240,S000005454,RFC4,E,,SGD
116,580240,S000005455,HMI1,NE,,SGD
116,580240,S000005456,COQ3,NE,,SGD
116,580240,S000005457,WRS1,E,,SGD
116,580240,S000005458,SDD3,NE,,SGD
116,580240,S000005459,,NE,,SGD
116,580240,S000005460,PKH2,C,,SGD
116,580240,S000005461,IZH4,NE,,SGD
116,580240,S000005462,TPT1,E,,SGD
116,580240,S000005463,ITR2,NE,,SGD
116,580240,S000005464,NDJ1,NE,,SGD
116,580240,S000005465,WSC3,NE,,SGD
116,580240,S000005466,,NE,,SGD
116,580240,S000005467,,NE,,SGD
116,580240,S000005468,INO4,NE,,SGD
116,580240,S000005469,ZEO1,NE,,SGD
116,580240,S000005470,SHR5,NE,,SGD
116,580240,S000005471,MDY2,NE,,SGD
116,580240,S000005472,MSB4,NE,,SGD
116,580240,S000005473,SKM1,NE,,SGD
116,580240,S000005474,PTH4,NE,,SGD
116,580240,S000005475,PAP2,NE,,SGD
116,580240,S000005476,MSN1,NE,,SGD
116,580240,S000005477,RRI2,NE,,SGD
116,580240,S000005478,,NE,,SGD
116,580240,S000005479,MCH4,NE,,SGD
116,580240,S000005480,RPL18A,E,,SGD
116,580240,S000005481,RPS19A,NE,,SGD
116,580240,S000005482,SMF1,NE,,SGD
116,580240,S000005483,HRP1,E,,SGD
116,580240,S000005484,TRM11,NE,,SGD
116,580240,S000005485,TRM13,NE,,SGD
116,580240,S000005486,MDH2,NE,,SGD
116,580240,S000005487,RPL25,E,,SGD
116,580240,S000005488,YGK3,NE,,SGD
116,580240,S000005489,VPS68,NE,,SGD
116,580240,S000005490,ALR1,E,,SGD
116,580240,S000005491,,NE,,SGD
116,580240,S000005492,GAS4,NE,,SGD
116,580240,S000005493,HRT1,E,,SGD
116,580240,S000005494,,E,,SGD
116,580240,S000005495,MED7,E,,SGD
116,580240,S000005496,PFK27,NE,,SGD
116,580240,S000005497,BSC6,NE,,SGD
116,580240,S000005498,RTC1,NE,,SGD
116,580240,S000005499,CDC33,E,,SGD
116,580240,S000005501,PPM2,NE,,SGD
116,580240,S000005502,RRP40,E,,SGD
116,580240,S000005503,RIB4,C,,SGD
116,580240,S000005504,NOP8,E,,SGD
116,580240,S000005506,PSF3,E,,SGD
116,580240,S000005507,PEX11,NE,,SGD
116,580240,S000005509,DCP1,E,,SGD
116,580240,S000005510,,NE,,SGD
116,580240,S000005511,GRE2,NE,,SGD
116,580240,S000005512,FRE7,NE,,SGD
116,580240,S000005514,ZPS1,NE,,SGD
116,580240,S000005515,HPF1,NE,,SGD
116,580240,S000005518,ENB1,NE,,SGD
116,580240,S000005519,CSS3,NE,,SGD
116,580240,S000005520,,NE,,SGD
116,580240,S000005522,,NE,,SGD
116,580240,S000005523,,NE,,SGD
116,580240,S000005525,AAD15,NE,,SGD
116,580240,S000005527,RRP6,NE,,SGD
116,580240,S000005528,ALG6,NE,,SGD
116,580240,S000005529,YSP3,NE,,SGD
116,580240,S000005530,UTP23,E,,SGD
116,580240,S000005531,DNL4,NE,,SGD
116,580240,S000005532,TSR3,NE,,SGD
116,580240,S000005533,SGT2,NE,,SGD
116,580240,S000005534,SLG1,NE,,SGD
116,580240,S000005535,TIR4,NE,,SGD
116,580240,S000005536,TIR2,NE,,SGD
116,580240,S000005537,AUS1,NE,,SGD
116,580240,S000005538,,NE,,SGD
116,580240,S000005539,IRC11,NE,,SGD
116,580240,S000005540,RTS1,NE,,SGD
116,580240,S000005541,,NE,,SGD
116,580240,S000005542,ERP4,NE,,SGD
116,580240,S000005543,PET127,NE,,SGD
116,580240,S000005544,ROD1,NE,,SGD
116,580240,S000005545,,NE,,SGD
116,580240,S000005546,HSP10,E,,SGD
116,580240,S000005547,SFM1,NE,,SGD
116,580240,S000005548,DDL1,NE,,SGD
116,580240,S000005549,AHC1,NE,,SGD
116,580240,S000005550,,NE,,SGD
116,580240,S000005551,HST3,NE,,SGD
116,580240,S000005552,BUB3,NE,,SGD
116,580240,S000005553,STI1,NE,,SGD
116,580240,S000005554,CIN5,NE,,SGD
116,580240,S000005555,,NE,,SGD
116,580240,S000005556,DFG16,NE,,SGD
116,580240,S000005557,CRS5,NE,,SGD
116,580240,S000005558,HMS1,NE,,SGD
116,580240,S000005559,EXO1,NE,,SGD
116,580240,S000005560,AKR2,NE,,SGD
116,580240,S000005561,SHE4,NE,,SGD
116,580240,S000005562,PEP12,C,,SGD
116,580240,S000005563,CYC2,NE,,SGD
116,580240,S000005564,HIR2,NE,,SGD
116,580240,S000005565,CKB2,NE,,SGD
116,580240,S000005566,GLO4,NE,,SGD
116,580240,S000005567,,NE,,SGD
116,580240,S000005568,CUE5,NE,,SGD
116,580240,S000005569,WHI2,NE,,SGD
116,580240,S000005570,IRC23,NE,,SGD
116,580240,S000005571,TOM6,NE,,SGD
116,580240,S000005572,DBP5,E,,SGD
116,580240,S000005573,STD1,NE,,SGD
116,580240,S000005574,RAT1,E,,SGD
116,580240,S000005575,RSB1,NE,,SGD
116,580240,S000005576,,NE,,SGD
116,580240,S000005577,ETT1,NE,,SGD
116,580240,S000005578,TMC1,NE,,SGD
116,580240,S000005579,,NE,,SGD
116,580240,S000005580,VHS3,NE,,SGD
116,580240,S000005581,,NE,,SGD
116,580240,S000005582,NOB1,E,,SGD
116,580240,S000005583,SGT1,E,,SGD
116,580240,S000005584,ASE1,NE,,SGD
116,580240,S000005585,LPL1,NE,,SGD
116,580240,S000005586,SLD7,E,,SGD
116,580240,S000005587,CKA2,NE,,SGD
116,580240,S000005588,,NE,,SGD
116,580240,S000005589,RPL3,E,,SGD
116,580240,S000005590,YNG1,NE,,SGD
116,580240,S000005591,CYT1,NE,,SGD
116,580240,S000005592,MSA1,NE,,SGD
116,580240,S000005593,ALG8,NE,,SGD
116,580240,S000005594,VAM10,NE,,SGD
116,580240,S000005595,VPS5,NE,,SGD
116,580240,S000005596,GYP1,NE,,SGD
116,580240,S000005597,NRT1,NE,,SGD
116,580240,S000005598,,NE,,SGD
116,580240,S000005599,SGO1,NE,,SGD
116,580240,S000005600,CDC21,E,,SGD
116,580240,S000005601,UFE1,E,,SGD
116,580240,S000005602,SKI7,C,,SGD
116,580240,S000005603,RTS2,E,,SGD
116,580240,S000005604,BUD21,NE,,SGD
116,580240,S000005605,ATX2,NE,,SGD
116,580240,S000005606,DIA2,NE,,SGD
116,580240,S000005607,TGL5,NE,,SGD
116,580240,S000005608,,NE,,SGD
116,580240,S000005609,WHI5,NE,,SGD
116,580240,S000005610,LPX1,NE,,SGD
116,580240,S000005611,OST3,NE,,SGD
116,580240,S000005612,TCB1,NE,,SGD
116,580240,S000005613,YVC1,NE,,SGD
116,580240,S000005615,VPS21,NE,,SGD
116,580240,S000005616,PTC5,NE,,SGD
116,580240,S000005617,TMA46,NE,,SGD
116,580240,S000005618,ECM3,NE,,SGD
116,580240,S000005619,CMR2,NE,,SGD
116,580240,S000005620,ARF3,NE,,SGD
116,580240,S000005621,RKI1,E,,SGD
116,580240,S000005622,RPS7A,NE,,SGD
116,580240,S000005623,,NE,,SGD
116,580240,S000005624,NUP1,E,,SGD
116,580240,S000005625,KTR1,NE,,SGD
116,580240,S000005626,CRC1,NE,,SGD
116,580240,S000005627,RAS1,NE,,SGD
116,580240,S000005628,,E,,SGD
116,580240,S000005629,OST2,E,,SGD
116,580240,S000005630,PIN2,NE,,SGD
116,580240,S000005631,,NE,,SGD
116,580240,S000005632,VAM3,C,,SGD
116,580240,S000005633,RGS2,NE,,SGD
116,580240,S000005634,LEU9,NE,,SGD
116,580240,S000005635,INP53,NE,,SGD
116,580240,S000005636,TFC7,E,,SGD
116,580240,S000005637,,NE,,SGD
116,580240,S000005638,CEX1,NE,,SGD
116,580240,S000005639,AZF1,NE,,SGD
116,580240,S000005640,,NE,,SGD
116,580240,S000005641,TRS33,NE,,SGD
116,580240,S000005642,RPO31,E,,SGD
116,580240,S000005643,RPT5,E,,SGD
116,580240,S000005644,RTC5,NE,,SGD
116,580240,S000005645,RIO1,E,,SGD
116,580240,S000005646,GCY1,NE,,SGD
116,580240,S000005647,,NE,,SGD
116,580240,S000005648,PFY1,C,,SGD
116,580240,S000005649,LEO1,NE,,SGD
116,580240,S000005650,UBP2,NE,,SGD
116,580240,S000005651,CAT5,NE,,SGD
116,580240,S000005652,IAH1,NE,,SGD
116,580240,S000005653,RGA1,NE,,SGD
116,580240,S000005654,ADE2,NE,,SGD
116,580240,S000005655,AFI1,NE,,SGD
116,580240,S000005656,ORT1,NE,,SGD
116,580240,S000005657,,NE,,SGD
116,580240,S000005658,VPS17,NE,,SGD
116,580240,S000005659,EFT1,NE,,SGD
116,580240,S000005660,BAG7,NE,,SGD
116,580240,S000005661,IRC14,NE,,SGD
116,580240,S000005662,IDH2,NE,,SGD
116,580240,S000005663,SIA1,NE,,SGD
116,580240,S000005664,RUP1,NE,,SGD
116,580240,S000005665,,NE,,SGD
116,580240,S000005666,SFL1,NE,,SGD
116,580240,S000005667,ARP8,NE,,SGD
116,580240,S000005668,LSC1,NE,,SGD
116,580240,S000005669,THI80,E,,SGD
116,580240,S000005670,ELG1,NE,,SGD
116,580240,S000005672,,E,,SGD
116,580240,S000005673,MDM32,NE,,SGD
116,580240,S000005674,SPP2,E,,SGD
116,580240,S000005675,SMP3,E,,SGD
116,580240,S000005676,MRPL23,NE,,SGD
116,580240,S000005677,RPB2,E,,SGD
116,580240,S000005678,ATG40,NE,,SGD
116,580240,S000005679,PDR5,NE,,SGD
116,580240,S000005680,SLP1,NE,,SGD
116,580240,S000005681,ISN1,NE,,SGD
116,580240,S000005682,NFI1,NE,,SGD
116,580240,S000005683,PUP1,E,,SGD
116,580240,S000005684,PET123,NE,,SGD
116,580240,S000005685,SME1,E,,SGD
116,580240,S000005686,MTR10,E,,SGD
116,580240,S000005687,PNS1,NE,,SGD
116,580240,S000005688,YRR1,NE,,SGD
116,580240,S000005689,DDP1,NE,,SGD
116,580240,S000005690,GET4,NE,,SGD
116,580240,S000005691,SEY1,NE,,SGD
116,580240,S000005692,SWT1,C,,SGD
116,580240,S000005693,RPS28A,C,,SGD
116,580240,S000005694,GLN4,E,,SGD
116,580240,S000005695,,E,,SGD
116,580240,S000005696,,NE,,SGD
116,580240,S000005697,LCB4,NE,,SGD
116,580240,S000005698,YRM1,NE,,SGD
116,580240,S000005699,DCS2,NE,,SGD
116,580240,S000005700,MED4,E,,SGD
116,580240,S000005701,ALE1,NE,,SGD
116,580240,S000005702,HEM15,E,,SGD
116,580240,S000005703,MPC54,NE,,SGD
116,580240,S000005704,GAC1,NE,,SGD
116,580240,S000005705,SYC1,NE,,SGD
116,580240,S000005706,DCI1,NE,,SGD
116,580240,S000005707,LAS17,C,,SGD
116,580240,S000005708,RPS30B,C,,SGD
116,580240,S000005709,FYV12,NE,,SGD
116,580240,S000005710,SER1,NE,,SGD
116,580240,S000005711,GSP2,NE,,SGD
116,580240,S000005712,,NE,,SGD
116,580240,S000005713,TUF1,NE,,SGD
116,580240,S000005714,MSB1,NE,,SGD
116,580240,S000005715,IES4,NE,,SGD
116,580240,S000005716,SPR1,NE,,SGD
116,580240,S000005717,ULS1,NE,,SGD
116,580240,S000005718,THI72,NE,,SGD
116,580240,S000005719,PEX27,NE,,SGD
116,580240,S000005720,TOA1,E,,SGD
116,580240,S000005721,SLK19,NE,,SGD
116,580240,S000005722,LIP5,NE,,SGD
116,580240,S000005723,MCA1,NE,,SGD
116,580240,S000005724,BFR1,NE,,SGD
116,580240,S000005725,,NE,,SGD
116,580240,S000005726,,NE,,SGD
116,580240,S000005727,MRM1,NE,,SGD
116,580240,S000005728,HIS3,NE,,SGD
116,580240,S000005729,,E,,SGD
116,580240,S000005730,DED1,E,,SGD
116,580240,S000005731,GEP3,NE,,SGD
116,580240,S000005732,NOC2,E,,SGD
116,580240,S000005733,RET1,E,,SGD
116,580240,S000005734,PTP2,NE,,SGD
116,580240,S000005735,NPT1,NE,,SGD
116,580240,S000005736,RPB10,E,,SGD
116,580240,S000005737,MGM1,NE,,SGD
116,580240,S000005738,STE4,NE,,SGD
116,580240,S000005739,SAS5,NE,,SGD
116,580240,S000005740,SPR2,NE,,SGD
116,580240,S000005741,AIM41,NE,,SGD
116,580240,S000005742,RUD3,NE,,SGD
116,580240,S000005743,RFC1,E,,SGD
116,580240,S000005744,,C,,SGD
116,580240,S000005745,STE13,NE,,SGD
116,580240,S000005746,RCN2,NE,,SGD
116,580240,S000005747,MCT1,NE,,SGD
116,580240,S000005748,ODC2,NE,,SGD
116,580240,S000005749,DSC3,NE,,SGD
116,580240,S000005750,RPB8,E,,SGD
116,580240,S000005751,,NE,,SGD
116,580240,S000005752,ISU2,NE,,SGD
116,580240,S000005753,HER1,NE,,SGD
116,580240,S000005754,MCP1,NE,,SGD
116,580240,S000005755,WTM2,C,,SGD
116,580240,S000005756,WTM1,NE,,SGD
116,580240,S000005757,MKK1,NE,,SGD
116,580240,S000005758,MGE1,E,,SGD
116,580240,S000005759,KIN4,C,,SGD
116,580240,S000005760,RPL33B,NE,,SGD
116,580240,S000005761,IRC13,NE,,SGD
116,580240,S000005762,DFR1,C,,SGD
116,580240,S000005763,HES1,NE,,SGD
116,580240,S000005764,,NE,,SGD
116,580240,S000005765,ABP140,NE,,SGD
116,580240,S000005767,MET7,NE,,SGD
116,580240,S000005768,SSP2,NE,,SGD
116,580240,S000005769,PUS7,NE,,SGD
116,580240,S000005770,ESA1,E,,SGD
116,580240,S000005771,DGA1,NE,,SGD
116,580240,S000005772,ENV9,NE,,SGD
116,580240,S000005773,SRL1,NE,,SGD
116,580240,S000005774,,NE,,SGD
116,580240,S000005775,APC5,E,,SGD
116,580240,S000005776,CLP1,E,,SGD
116,580240,S000005777,TUM1,NE,,SGD
116,580240,S000005778,TMA16,NE,,SGD
116,580240,S000005779,NAT5,NE,,SGD
116,580240,S000005780,SEC63,E,,SGD
116,580240,S000005781,OSW1,NE,,SGD
116,580240,S000005782,TRE2,C,,SGD
116,580240,S000005783,CDC31,E,,SGD
116,580240,S000005784,HNT3,NE,,SGD
116,580240,S000005785,RPT4,E,,SGD
116,580240,S000005786,GCD1,E,,SGD
116,580240,S000005787,RPN8,E,,SGD
116,580240,S000005788,GPN2,E,,SGD
116,580240,S000005789,,NE,,SGD
116,580240,S000005790,DSE3,NE,,SGD
116,580240,S000005791,RBL2,NE,,SGD
116,580240,S000005792,PNT1,NE,,SGD
116,580240,S000005793,HRK1,NE,,SGD
116,580240,S000005794,,NE,,SGD
116,580240,S000005795,PAC1,NE,,SGD
116,580240,S000005796,VPH1,NE,,SGD
116,580240,S000005797,FSF1,C,,SGD
116,580240,S000005798,YTM1,E,,SGD
116,580240,S000005799,TPO4,NE,,SGD
116,580240,S000005800,MOD5,NE,,SGD
116,580240,S000005801,RIM20,NE,,SGD
116,580240,S000005802,CAF20,NE,,SGD
116,580240,S000005803,,NE,,SGD
116,580240,S000005804,HEM4,E,,SGD
116,580240,S000005805,RFM1,NE,,SGD
116,580240,S000005806,FSH3,NE,,SGD
116,580240,S000005807,PLP2,C,,SGD
116,580240,S000005808,,E,,SGD
116,580240,S000005809,,NE,,SGD
116,580240,S000005810,HUA2,NE,,SGD
116,580240,S000005811,RDL1,NE,,SGD
116,580240,S000005812,RDL2,NE,,SGD
116,580240,S000005813,RRP36,E,,SGD
116,580240,S000005814,MPD1,NE,,SGD
116,580240,S000005815,,NE,,SGD
116,580240,S000005816,SNF2,NE,,SGD
116,580240,S000005817,YPK9,NE,,SGD
116,580240,S000005818,,NE,,SGD
116,580240,S000005819,RPS10A,C,,SGD
116,580240,S000005820,RRS1,E,,SGD
116,580240,S000005821,UAF30,C,,SGD
116,580240,S000005822,,NE,,SGD
116,580240,S000005823,TIM18,C,,SGD
116,580240,S000005824,MUM3,NE,,SGD
116,580240,S000005825,BUD7,NE,,SGD
116,580240,S000005826,,NE,,SGD
116,580240,S000005827,RAX1,NE,,SGD
116,580240,S000005828,,NE,,SGD
116,580240,S000005829,CPA1,NE,,SGD
116,580240,S000005830,BIL1,NE,,SGD
116,580240,S000005831,ISW2,NE,,SGD
116,580240,S000005832,RRG7,NE,,SGD
116,580240,S000005833,MCH5,NE,,SGD
116,580240,S000005834,SLY41,NE,,SGD
116,580240,S000005835,SNU66,NE,,SGD
116,580240,S000005836,,NE,,SGD
116,580240,S000005837,NOP58,E,,SGD
116,580240,S000005838,DGK1,NE,,SGD
116,580240,S000005839,RPL20B,NE,,SGD
116,580240,S000005840,SPS4,NE,,SGD
116,580240,S000005841,,NE,,SGD
116,580240,S000005842,SFG1,NE,,SGD
116,580240,S000005843,COT1,NE,,SGD
116,580240,S000005844,FAA1,NE,,SGD
116,580240,S000005845,,NE,,SGD
116,580240,S000005846,HSH49,E,,SGD
116,580240,S000005847,GNT1,NE,,SGD
116,580240,S000005848,PMT3,NE,,SGD
116,580240,S000005849,LDB19,NE,,SGD
116,580240,S000005850,PRO2,NE,,SGD
116,580240,S000005851,FRT1,NE,,SGD
116,580240,S000005852,,NE,,SGD
116,580240,S000005853,MYO2,E,,SGD
116,580240,S000005854,SNC2,NE,,SGD
116,580240,S000005855,PDR10,NE,,SGD
116,580240,S000005856,SCD5,E,,SGD
116,580240,S000005857,MIP1,NE,,SGD
116,580240,S000005858,,NE,,SGD
116,580240,S000005859,VMA4,NE,,SGD
116,580240,S000005860,,NE,,SGD
116,580240,S000005861,MRS2,NE,,SGD
116,580240,S000005862,ALA1,E,,SGD
116,580240,S000005863,KRE5,E,,SGD
116,580240,S000005864,TEA1,NE,,SGD
116,580240,S000005865,,NE,,SGD
116,580240,S000005866,UBC11,NE,,SGD
116,580240,S000005867,RPA43,E,,SGD
116,580240,S000005868,RPA190,E,,SGD
116,580240,S000005869,,NE,,SGD
116,580240,S000005870,,NE,,SGD
116,580240,S000005871,TYE7,NE,,SGD
116,580240,S000005872,,NE,,SGD
116,580240,S000005873,REV1,NE,,SGD
116,580240,S000005874,PYK2,NE,,SGD
116,580240,S000005875,PUT4,NE,,SGD
116,580240,S000005876,CIN1,NE,,SGD
116,580240,S000005877,MNE1,NE,,SGD
116,580240,S000005878,MEK1,NE,,SGD
116,580240,S000005879,TFB6,NE,,SGD
116,580240,S000005880,SOG2,E,,SGD
116,580240,S000005881,MSC6,NE,,SGD
116,580240,S000005882,GDS1,NE,,SGD
116,580240,S000005883,CIR2,NE,,SGD
116,580240,S000005884,SNX3,NE,,SGD
116,580240,S000005885,HAP5,NE,,SGD
116,580240,S000005886,VTS1,NE,,SGD
116,580240,S000005887,PDE2,NE,,SGD
116,580240,S000005888,PRT1,E,,SGD
116,580240,S000005889,PRE10,E,,SGD
